,0,1,2,3
8631,Robken,1601152,Silver 1,TERRAN
8632,Bakara,1577070,Silver 1,ZERG
8633,zwung,2385488,Silver 1,TERRAN
8634,Python,1046024,Silver 1,TERRAN
8635,SteigenUA,2522958,Silver 1,TERRAN
8636,jimmigi,7318560,Silver 1,TERRAN
8637,Daeliavan,8117982,Silver 1,TERRAN
8638,ardobabus,9297531,Silver 1,PROTOSS
8639,Lell,9682038,Silver 1,PROTOSS
8640,bnbarkas,9140811,Silver 1,TERRAN
8641,Hunterpol,10040999,Silver 1,TERRAN
8642,borsh,2438195,Silver 1,TERRAN
8643,TukiiTukii,9352569,Silver 1,TERRAN
8644,Defekator,8220591,Silver 1,TERRAN
8645,McDruff,5313911,Silver 1,PROTOSS
8646,Bulat,2283091,Silver 1,TERRAN
8647,dessoudeur,454779,Silver 1,TERRAN
8648,BendeR,105024,Silver 1,TERRAN
8649,AlexL,68229,Silver 1,ZERG
8650,MrMiah,9915420,Silver 1,PROTOSS
8651,Тако,2490321,Silver 1,ZERG
8652,Canonsoap,1598156,Silver 1,ZERG
8653,ART,295130,Silver 1,RANDOM
8654,MadMaxPayne,9423979,Silver 1,TERRAN
8655,JUANKAR,3214316,Silver 1,PROTOSS
8656,LUXRONIK,1911987,Silver 1,PROTOSS
8657,KAWA,1236590,Silver 1,TERRAN
8658,OursPD,354658,Silver 1,PROTOSS
8659,DALSTRANEUGL,6904527,Silver 1,ZERG
8660,ValetMai,8695374,Silver 1,PROTOSS
8661,CosminStorm,3754064,Silver 1,PROTOSS
8662,Fantasia,3240242,Silver 1,ZERG
8663,AGONY,8980965,Silver 1,TERRAN
8664,Malibu,2850907,Silver 1,PROTOSS
8665,BurryProtos,8801124,Silver 1,TERRAN
8666,InZain,1999680,Silver 1,TERRAN
8667,NiVArD,2161244,Silver 1,PROTOSS
8668,arabiaszz,9852837,Silver 1,TERRAN
8669,ProjectAbdo,8082211,Silver 1,TERRAN
8670,MEGA,10002310,Silver 1,ZERG
8671,Den,1422259,Silver 1,TERRAN
8672,UNU,9911111,Silver 1,PROTOSS
8673,DaiOmmA,8737843,Silver 1,ZERG
8674,Inpu,71868,Silver 1,RANDOM
8675,Ripsy,2570866,Silver 1,TERRAN
8676,Alloroc,2273385,Silver 1,ZERG
8677,goldold,9748714,Silver 1,TERRAN
8678,Silenther,2249434,Silver 1,PROTOSS
8679,NrTUltraLinG,3269327,Silver 1,RANDOM
8680,Besylur,9044021,Silver 1,PROTOSS
8681,SEDAYA,10209051,Silver 1,ZERG
8682,gitarist,2367236,Silver 1,PROTOSS
8683,Tassadar,9596510,Silver 1,TERRAN
8684,Suntra,2857955,Silver 1,RANDOM
8685,NSMswag,5646726,Silver 1,TERRAN
8686,ARYEN,1244237,Silver 1,PROTOSS
8687,bayard,363456,Silver 1,TERRAN
8688,Popi,9479668,Silver 1,ZERG
8689,Aepheon,3395408,Silver 1,TERRAN
8690,Wricked,8651750,Silver 1,TERRAN
8691,WhiskyMan,6928705,Silver 1,ZERG
8692,fokumemome,7949949,Silver 1,ZERG
8693,ReMaG,1655151,Silver 1,TERRAN
8694,YHG,2312501,Silver 1,PROTOSS
8695,Darkside,1143747,Silver 1,TERRAN
8696,Serchmg,7522133,Silver 1,ZERG
8697,Mirkino,8646361,Silver 1,TERRAN
8698,rrr,8594481,Silver 1,ZERG
8699,Shvoice,1964722,Silver 1,ZERG
8700,Gottlob,9283695,Silver 1,TERRAN
8701,Maslike,1980824,Silver 1,ZERG
8702,AmaneKun,5302291,Silver 1,PROTOSS
8703,MyLittleBro,1348445,Silver 1,PROTOSS
8704,NkWd,2370096,Silver 1,TERRAN
8705,Komarov,2245887,Silver 1,PROTOSS
8706,falon,2389805,Silver 1,TERRAN
8707,WordPlay,9889812,Silver 1,PROTOSS
8708,PlayBoy,7499864,Silver 1,TERRAN
8709,Suntra,2857955,Silver 1,PROTOSS
8710,spmarine,569776,Silver 1,TERRAN
8711,OverTake,9246580,Silver 1,TERRAN
8712,Adelmann,8012609,Silver 1,TERRAN
8713,LightZ,10096055,Silver 1,PROTOSS
8714,Fair,2151105,Silver 1,TERRAN
8715,FangVik,1878149,Silver 1,PROTOSS
8716,zuiqE,433292,Silver 1,RANDOM
8717,KaccaBa,1917880,Silver 1,PROTOSS
8718,Pain,8879986,Silver 1,PROTOSS
8719,MDI,9487783,Silver 1,PROTOSS
8720,LotaR,1480125,Silver 1,TERRAN
8721,Miha,2368962,Silver 1,PROTOSS
8722,Виталий,1933431,Silver 1,TERRAN
8723,Mostafa,5164097,Silver 1,ZERG
8724,Luqabratzee,4131886,Silver 1,TERRAN
8725,NashKraag,553911,Silver 1,PROTOSS
8726,John,9342327,Silver 1,PROTOSS
8727,Werter,1879741,Silver 1,TERRAN
8728,PepoCojones,2077824,Silver 1,RANDOM
8729,thaxarth,1980531,Silver 1,ZERG
8730,zajebioza,4439010,Silver 1,TERRAN
8731,damvsemvrot,9479763,Silver 1,PROTOSS
8732,Elhaz,8369285,Silver 1,TERRAN
8733,freerider,9265771,Silver 1,RANDOM
8734,NVKZkossmak,10030335,Silver 1,TERRAN
8735,BlikBlouk,2843096,Silver 1,TERRAN
8736,Ametist,3732827,Silver 1,RANDOM
8737,IchbinNoob,7698147,Silver 1,TERRAN
8738,Вадя,9024337,Silver 1,PROTOSS
8739,Kira,9761196,Silver 1,PROTOSS
8740,iarsenov,10105991,Silver 1,PROTOSS
8741,alphaseries,8551964,Silver 1,PROTOSS
8742,TOG,10082894,Silver 1,ZERG
8743,Zolipapa,2378725,Silver 1,PROTOSS
8744,DMMA,9932049,Silver 1,PROTOSS
8745,Vegeta,9341098,Silver 1,ZERG
8746,Алексей,2231218,Silver 1,ZERG
8747,Diablо,9895877,Silver 1,PROTOSS
8748,BadDancer,1004126,Silver 1,TERRAN
8749,aspo,6716603,Silver 1,RANDOM
8750,Diddy,9968507,Silver 1,TERRAN
8751,johnson,9064960,Silver 1,ZERG
8752,ZTMandarinkO,2845928,Silver 1,PROTOSS
8753,JokeR,981262,Silver 1,TERRAN
8754,KahlOskill,10141650,Silver 1,ZERG
8755,Circensum,7039987,Silver 1,PROTOSS
8756,Williams,9528308,Silver 1,TERRAN
8757,SerialKiller,9063013,Silver 1,PROTOSS
8758,MadWorm,9593700,Silver 1,PROTOSS
8759,Csojbedli,9180324,Silver 1,PROTOSS
8760,val,661381,Silver 1,ZERG
8761,Drake,7316574,Silver 1,PROTOSS
8762,SoL,4244120,Silver 1,TERRAN
8763,Nerox,803994,Silver 1,ZERG
8764,nonsense,10134434,Silver 1,TERRAN
8765,Bubule,3218575,Silver 1,ZERG
8766,StarDuster,2139626,Silver 1,RANDOM
8767,Achilles,9666694,Silver 1,PROTOSS
8768,qBRybc,7654755,Silver 1,PROTOSS
8769,Rammud,927471,Silver 1,PROTOSS
8770,Black,2351363,Silver 1,TERRAN
8771,Ramp,2124818,Silver 1,TERRAN
8772,Chronologist,234497,Silver 1,TERRAN
8773,kerroli,4419585,Silver 1,PROTOSS
8774,Blonckvist,1379277,Silver 1,ZERG
8775,elconejo,439066,Silver 1,PROTOSS
8776,Mani,9487974,Silver 1,TERRAN
8777,SVA,1377066,Silver 1,TERRAN
8778,RanaEstilosa,9788215,Silver 1,PROTOSS
8779,Foxtrot,2506471,Silver 1,PROTOSS
8780,ottoman,5586720,Silver 1,PROTOSS
8781,Kocmoc,10041575,Silver 1,PROTOSS
8782,SadMan,2275859,Silver 1,TERRAN
8783,neondragon,1947214,Silver 1,PROTOSS
8784,Simsisamstar,2578770,Silver 1,TERRAN
8785,Sanca,7930070,Silver 1,ZERG
8786,Adam,7609552,Silver 1,TERRAN
8787,teemo,7265923,Silver 1,TERRAN
8788,Zoloman,2378279,Silver 1,TERRAN
8789,Agonizer,7212045,Silver 1,TERRAN
8790,louloupizza,10026572,Silver 1,TERRAN
8791,Galeokerdo,248723,Silver 1,RANDOM
8792,Тима,1736848,Silver 1,ZERG
8793,Leetskill,2824881,Silver 1,PROTOSS
8794,ParadoxOn,1988337,Silver 1,PROTOSS
8795,Vishna,2407802,Silver 1,ZERG
8796,FadeRn,503166,Silver 1,TERRAN
8797,Csojbedli,9180324,Silver 1,ZERG
8798,Новичог,2201828,Silver 1,RANDOM
8799,CAESAR,3103781,Silver 1,RANDOM
8800,Dozer,4100259,Silver 1,PROTOSS
8801,Net,9315995,Silver 1,TERRAN
8802,Pichurii,9938359,Silver 1,PROTOSS
8803,SyntaxError,5055597,Silver 1,RANDOM
8804,DesertFox,7713269,Silver 1,TERRAN
8805,huylkabum,8586781,Silver 1,PROTOSS
8806,griJul,5773098,Silver 1,PROTOSS
8807,Pluton,1459371,Silver 1,RANDOM
8808,MortenDK,5762535,Silver 1,PROTOSS
8809,NinjaBorn,9036772,Silver 1,PROTOSS
8810,Klayter,3340604,Silver 1,RANDOM
8811,DirtyRAT,1305285,Silver 1,TERRAN
8812,Konkordus,596890,Silver 1,ZERG
8813,MortenDK,5762535,Silver 1,TERRAN
8814,TheHighl,360624,Silver 1,PROTOSS
8815,FreeMan,486873,Silver 1,TERRAN
8816,SEREDAS,9501791,Silver 1,ZERG
8817,DroneForever,1460304,Silver 1,PROTOSS
8818,Kaczka,9368753,Silver 1,PROTOSS
8819,Greg,5734618,Silver 1,TERRAN
8820,Inti,37317,Silver 1,PROTOSS
8821,Saarg,10067071,Silver 1,TERRAN
8822,ǂßẫŊąŊƏǂ,1501125,Silver 1,RANDOM
8823,SasakiKaneki,9217138,Silver 1,ZERG
8824,DannyKiller,3441985,Silver 1,TERRAN
8825,crupier,2514078,Silver 1,PROTOSS
8826,Madfrank,3602384,Silver 1,PROTOSS
8827,alfagriefer,9422515,Silver 1,PROTOSS
8828,Snake,6459081,Silver 1,TERRAN
8829,Ely,9660885,Silver 1,PROTOSS
8830,Pyjamarama,2417975,Silver 1,PROTOSS
8831,greg,9581501,Silver 1,TERRAN
8832,AzzieElbub,1845232,Silver 1,TERRAN
8833,polimera,1415735,Silver 1,PROTOSS
8834,WhiteOwl,1555964,Silver 1,PROTOSS
8835,MotoMo,9448043,Silver 1,PROTOSS
8836,POGGY,763690,Silver 1,ZERG
8837,miles,1807643,Silver 1,TERRAN
8838,Märk,8946092,Silver 1,RANDOM
8839,Asbru,8062921,Silver 1,TERRAN
8840,Adya,9236908,Silver 1,TERRAN
8841,ТриЧетыре,10062012,Silver 1,ZERG
8842,perepel,1416604,Silver 1,TERRAN
8843,Stepan,1323277,Silver 1,PROTOSS
8844,Battlefront,9117868,Silver 1,PROTOSS
8845,JimJam,6975702,Silver 1,ZERG
8846,КунгФуПадла,9885363,Silver 1,ZERG
8847,RuFa,6984654,Silver 1,TERRAN
8848,Dudreda,9359336,Silver 1,TERRAN
8849,cednicek,1626949,Silver 1,TERRAN
8850,alex,10145106,Silver 1,ZERG
8851,krillaz,382233,Silver 1,TERRAN
8852,Repomen,7787250,Silver 1,TERRAN
8853,kolac,8609215,Silver 1,TERRAN
8854,Karbo,8265065,Silver 1,PROTOSS
8855,Marve,945053,Silver 1,TERRAN
8856,VTTT,9303452,Silver 1,TERRAN
8857,xyzeus,10114997,Silver 1,TERRAN
8858,TerraNova,9984937,Silver 1,TERRAN
8859,Firecreek,214700,Silver 1,TERRAN
8860,actioncombat,580687,Silver 1,TERRAN
8861,Borraaa,10067010,Silver 1,TERRAN
8862,Strangelove,8271858,Silver 1,TERRAN
8863,serg,10158577,Silver 1,ZERG
8864,AlfaTrion,429286,Silver 1,PROTOSS
8865,thoribius,7449132,Silver 1,TERRAN
8866,BlutOllie,2839944,Silver 1,ZERG
8867,BOBCAT,5032508,Silver 1,PROTOSS
8868,Starhansi,2458926,Silver 1,PROTOSS
8869,KOLIA,9643568,Silver 1,TERRAN
8870,Raoul,3494672,Silver 1,PROTOSS
8871,Rhebir,2488888,Silver 1,PROTOSS
8872,sancho,10074713,Silver 1,PROTOSS
8873,GoldOne,10164222,Silver 1,PROTOSS
8874,Defekator,8220591,Silver 1,PROTOSS
8875,Mtt,9353174,Silver 1,TERRAN
8876,Jeez,2042514,Silver 1,PROTOSS
8877,Ryuk,2419949,Silver 1,TERRAN
8878,Hadrian,2034668,Silver 1,PROTOSS
8879,yarin,8018768,Silver 1,PROTOSS
8880,TUROTU,228731,Silver 1,PROTOSS
8881,Dalaris,2277089,Silver 1,TERRAN
8882,PedriptiloiD,6777718,Silver 1,ZERG
8883,Ace,2163596,Silver 1,RANDOM
8884,MiniKumpa,7416132,Silver 1,TERRAN
8885,Arlesko,3932496,Silver 1,PROTOSS
8886,reynor,6842027,Silver 1,TERRAN
8887,Problem,2472086,Silver 1,PROTOSS
8888,GingerSpawn,8907499,Silver 1,TERRAN
8889,Jigsaw,9063019,Silver 1,TERRAN
8890,Jessy,9307413,Silver 1,TERRAN
8891,Alex,2610946,Silver 1,PROTOSS
8892,Chyvak,9613556,Silver 1,RANDOM
8893,JustPro,8646589,Silver 1,PROTOSS
8894,RWSoul,9801230,Silver 1,TERRAN
8895,heybee,9949806,Silver 1,PROTOSS
8896,Eragon,8322531,Silver 1,PROTOSS
8897,Maksimioi,2150441,Silver 1,PROTOSS
8898,zerling,9548021,Silver 1,PROTOSS
8899,Darkseer,9843956,Silver 1,PROTOSS
8900,Stfunub,8874981,Silver 1,PROTOSS
8901,Motanu,3829932,Silver 1,TERRAN
8902,RizeCortech,8871327,Silver 1,PROTOSS
8903,Wova,1183357,Silver 1,TERRAN
8904,xmalfx,7378704,Silver 1,ZERG
8905,Outlander,3369547,Silver 1,TERRAN
8906,MasterFireSi,8491154,Silver 1,TERRAN
8907,Tavise,1497252,Silver 1,PROTOSS
8908,Pakiroo,947574,Silver 1,TERRAN
8909,Xoroshiy,1745505,Silver 1,RANDOM
8910,crayzi,6829112,Silver 1,ZERG
8911,grazy,8978717,Silver 1,TERRAN
8912,black,9877243,Silver 1,TERRAN
8913,MaxiKing,3590737,Silver 1,ZERG
8914,Xoroshiy,1745505,Silver 1,PROTOSS
8915,ALэEldnov,1853024,Silver 1,PROTOSS
8916,zoony,9330642,Silver 1,TERRAN
8917,mAtt,1404292,Silver 1,PROTOSS
8918,Gerdyus,849122,Silver 1,PROTOSS
8919,DibongPL,6533374,Silver 1,ZERG
8920,Alex,1461450,Silver 1,PROTOSS
8921,Kirk,1060347,Silver 1,TERRAN
8922,hayCoder,9729322,Silver 1,PROTOSS
8923,MisterX,2952740,Silver 1,ZERG
8924,ThunderStorm,6754336,Silver 1,TERRAN
8925,Vastane,9941992,Silver 1,TERRAN
8926,Slowhand,181575,Silver 1,TERRAN
8927,MOOCT,2384742,Silver 1,ZERG
8928,stbooiap,9950715,Silver 1,TERRAN
8929,maksim,9632217,Silver 1,TERRAN
8930,HappyDog,2469984,Silver 1,TERRAN
8931,Alligator,1824310,Silver 1,PROTOSS
8932,Centneris,8338426,Silver 1,TERRAN
8933,Chocobo,823225,Silver 1,TERRAN
8934,Bloodmoney,1059755,Silver 1,PROTOSS
8935,Autohaus,1344339,Silver 1,PROTOSS
8936,Germain,3564290,Silver 1,TERRAN
8937,AyMeRic,7555131,Silver 1,TERRAN
8938,mamunga,4022374,Silver 1,TERRAN
8939,BroBarney,235462,Silver 1,PROTOSS
8940,Likio,608885,Silver 1,TERRAN
8941,Sadik,9967513,Silver 1,RANDOM
8942,Terrano,2351024,Silver 1,ZERG
8943,Krastanis,1227658,Silver 1,TERRAN
8944,Quadrix,7020507,Silver 1,TERRAN
8945,GoldOmasz,9401598,Silver 1,ZERG
8946,DarkMatter,349250,Silver 1,ZERG
8947,SabsCraft,2841236,Silver 1,RANDOM
8948,TerroN,9516282,Silver 1,TERRAN
8949,Firmani,9136334,Silver 1,TERRAN
8950,Miroslavek,1137172,Silver 1,ZERG
8951,Angel,1845223,Silver 1,TERRAN
8952,Heuve,1875868,Silver 1,TERRAN
8953,sabastocrato,8219553,Silver 1,TERRAN
8954,erk,8011688,Silver 1,ZERG
8955,Panwuilifero,9067883,Silver 1,TERRAN
8956,jiwi,7348326,Silver 1,RANDOM
8957,JERRYFOX,7623666,Silver 1,PROTOSS
8958,Pico,3540495,Silver 1,TERRAN
8959,TiOne,5063543,Silver 1,PROTOSS
8960,Ksamilion,2152883,Silver 1,ZERG
8961,DedNoob,2036688,Silver 1,PROTOSS
8962,izakos,9770473,Silver 1,PROTOSS
8963,GAPASIL,10110492,Silver 1,ZERG
8964,Ivar,3408989,Silver 1,PROTOSS
8965,НУБсКЕМЕРОВА,1124041,Silver 1,PROTOSS
8966,Solhex,10117375,Silver 1,TERRAN
8967,StGillesCrxv,9914238,Silver 1,PROTOSS
8968,zhuk,9167129,Silver 1,ZERG
8969,fdfdgdf,1342156,Silver 1,PROTOSS
8970,Archive,2452641,Silver 1,ZERG
8971,Asphaltbombe,9697875,Silver 1,ZERG
8972,СанСаныч,10119346,Silver 1,PROTOSS
8973,YARRAMINBAŞI,10072335,Silver 1,TERRAN
8974,илья,9136199,Silver 1,TERRAN
8975,nikita,1866643,Silver 1,PROTOSS
8976,ЙОГСАТОТ,10106590,Silver 1,PROTOSS
8977,ACL,2966840,Silver 1,TERRAN
8978,skynex,9611458,Silver 1,TERRAN
8979,DruidBoy,9766896,Silver 1,PROTOSS
8980,BeaKho,8528282,Silver 1,ZERG
8981,racso,6184433,Silver 1,PROTOSS
8982,Fostaliga,7672683,Silver 1,TERRAN
8983,Enfer,4658550,Silver 1,TERRAN
8984,Akroma,2931505,Silver 1,PROTOSS
8985,Dazdrasmygda,10108617,Silver 1,RANDOM
8986,MollyVanilla,877416,Silver 1,PROTOSS
8987,LeXiusOfhaze,1876939,Silver 1,ZERG
8988,ИскроМэн,10069512,Silver 1,PROTOSS
8989,AMarty,1979080,Silver 1,TERRAN
8990,comFox,1612041,Silver 1,PROTOSS
8991,AlvaDOK,347890,Silver 1,TERRAN
8992,Sinestesia,7184207,Silver 1,ZERG
8993,Larrel,3587718,Silver 1,RANDOM
8994,Shadow,790815,Silver 1,PROTOSS
8995,kilintor,8296246,Silver 1,TERRAN
8996,LimNylon,9277081,Silver 1,TERRAN
8997,gtafbi,2103625,Silver 1,TERRAN
8998,Solaire,2449326,Silver 1,RANDOM
8999,Shargoth,656395,Silver 1,ZERG
9000,Kiesarbill,2309549,Silver 1,PROTOSS
9001,DaNiLkA,1087822,Silver 1,RANDOM
9002,yarmo,840828,Silver 1,TERRAN
9003,cmet,8918537,Silver 1,ZERG
9004,Baxter,3007205,Silver 1,RANDOM
9005,Tété,2413278,Silver 1,RANDOM
9006,KillerClown,3398047,Silver 1,TERRAN
9007,Serg,1121028,Silver 1,TERRAN
9008,ninja,7722437,Silver 1,ZERG
9009,Aizen,5459549,Silver 1,PROTOSS
9010,RealLifeSCV,9915802,Silver 1,ZERG
9011,XIII,1788292,Silver 1,PROTOSS
9012,Funnyzzz,9051932,Silver 1,TERRAN
9013,Plagg,2073473,Silver 1,PROTOSS
9014,Убивашка,9428874,Silver 1,TERRAN
9015,Lepp,5794439,Silver 1,PROTOSS
9016,Rezno,9864521,Silver 1,TERRAN
9017,Macleod,5296611,Silver 1,TERRAN
9018,Bald,895888,Silver 1,ZERG
9019,TheSeducer,2101481,Silver 1,RANDOM
9020,Staszek,5907622,Silver 1,PROTOSS
9021,rocht,8145914,Silver 1,ZERG
9022,lachin,2069807,Silver 1,PROTOSS
9023,IKE,1658403,Silver 1,RANDOM
9024,borch,9625352,Silver 1,PROTOSS
9025,Dragos,8526332,Silver 1,TERRAN
9026,epla,1515647,Silver 1,TERRAN
9027,Onfleek,9968271,Silver 1,TERRAN
9028,GeneralTAOS,7490736,Silver 1,RANDOM
9029,xyy,7064523,Silver 1,RANDOM
9030,Etraud,1130916,Silver 1,TERRAN
9031,Lyko,1754102,Silver 1,TERRAN
9032,TRON,290252,Silver 1,TERRAN
9033,Branc,9418895,Silver 1,PROTOSS
9034,zuzu,7238349,Silver 1,TERRAN
9035,Akuma,8512470,Silver 1,PROTOSS
9036,Buthead,2041454,Silver 1,TERRAN
9037,Fyshyman,8579345,Silver 1,TERRAN
9038,Ghostvenom,9657768,Silver 1,TERRAN
9039,RsK,1186235,Silver 1,PROTOSS
9040,NAGILUM,174020,Silver 1,TERRAN
9041,jetking,8443131,Silver 1,PROTOSS
9042,DuCharles,8655426,Silver 1,PROTOSS
9043,OneWay,8970356,Silver 1,TERRAN
9044,MSQUAD,9329563,Silver 1,RANDOM
9045,Kaketo,3939241,Silver 1,TERRAN
9046,Skidmark,9986890,Silver 1,PROTOSS
9047,LILSUROVIY,10071489,Silver 1,PROTOSS
9048,dumel,2271634,Silver 1,ZERG
9049,sorentad,9660816,Silver 1,RANDOM
9050,KiwiKekette,9242271,Silver 1,TERRAN
9051,BlackIce,4577456,Silver 1,TERRAN
9052,Jatne,2242223,Silver 1,PROTOSS
9053,spyder,9886859,Silver 1,TERRAN
9054,Sudia,2343349,Silver 1,ZERG
9055,zorcka,841700,Silver 1,PROTOSS
9056,Jony,1566401,Silver 1,PROTOSS
9057,YzY,5176039,Silver 1,PROTOSS
9058,tema,9081099,Silver 1,ZERG
9059,ColonelWolf,7269964,Silver 1,ZERG
9060,CARLITO,3392475,Silver 1,TERRAN
9061,Veter,7507699,Silver 1,PROTOSS
9062,DoctorY,10198038,Silver 1,TERRAN
9063,Sudi,822960,Silver 1,TERRAN
9064,БУЛОЧКА,2394192,Silver 1,TERRAN
9065,Erkliks,6830347,Silver 1,RANDOM
9066,qurkyturtle,6542540,Silver 1,ZERG
9067,Gottlob,9283695,Silver 1,ZERG
9068,KouarDaKa,10039458,Silver 1,ZERG
9069,Rapanuji,10011589,Silver 1,PROTOSS
9070,ironcris,8829171,Silver 1,PROTOSS
9071,deckrimenant,2429263,Silver 1,TERRAN
9072,Derstefstef,7594681,Silver 1,PROTOSS
9073,ödu,9148192,Silver 1,TERRAN
9074,BlubberBall,4517345,Silver 1,TERRAN
9075,Works,1435344,Silver 1,TERRAN
9076,Sympak,345001,Silver 1,RANDOM
9077,TobiTheDevil,3808579,Silver 1,PROTOSS
9078,Ernest,8078762,Silver 1,TERRAN
9079,Tommy,2306401,Silver 1,ZERG
9080,AArtis,9836445,Silver 1,PROTOSS
9081,geekay,2101627,Silver 1,TERRAN
9082,CHARGED,9910836,Silver 1,ZERG
9083,tack,9853726,Silver 1,PROTOSS
9084,WidowMaker,3686476,Silver 1,ZERG
9085,IIIIIIIIIIII,9871989,Silver 1,TERRAN
9086,Roapgar,10016611,Silver 1,ZERG
9087,BigGuy,6477070,Silver 1,ZERG
9088,Khillgren,1540241,Silver 1,PROTOSS
9089,Krystofee,6213467,Silver 1,TERRAN
9090,Misha,1815089,Silver 1,TERRAN
9091,Radikal,932887,Silver 1,PROTOSS
9092,DMS,9189899,Silver 1,TERRAN
9093,sviatoy,9955553,Silver 1,PROTOSS
9094,Cmoi,169690,Silver 1,ZERG
9095,DeadZeta,6830463,Silver 1,PROTOSS
9096,Sandman,2407445,Silver 1,TERRAN
9097,Melvin,1438565,Silver 1,PROTOSS
9098,Mfezi,3540561,Silver 1,TERRAN
9099,VTS,2327122,Silver 1,PROTOSS
9100,Kenny,3102758,Silver 1,TERRAN
9101,Strategios,8584225,Silver 1,TERRAN
9102,Lech,5960306,Silver 1,PROTOSS
9103,DanyTv,2305558,Silver 1,TERRAN
9104,TibMag,9022740,Silver 1,ZERG
9105,Antijuk,1682406,Silver 1,PROTOSS
9106,Sumec,9839236,Silver 1,TERRAN
9107,Sgtkittens,3360067,Silver 1,ZERG
9108,spejskilian,5402412,Silver 1,PROTOSS
9109,incognito,801712,Silver 1,PROTOSS
9110,shawnyee,1417973,Silver 1,TERRAN
9111,Aalac,9505627,Silver 1,RANDOM
9112,YHG,2312501,Silver 1,TERRAN
9113,SwarmKing,6745168,Silver 1,ZERG
9114,hellothere,9363701,Silver 1,TERRAN
9115,freak,8367855,Silver 1,TERRAN
9116,Jinx,2386556,Silver 1,PROTOSS
9117,Raymaz,3862952,Silver 1,PROTOSS
9118,MirFak,2527709,Silver 1,TERRAN
9119,Atheh,40652,Silver 1,ZERG
9120,DEDUCH,87127,Silver 1,TERRAN
9121,Roman,1279840,Silver 1,ZERG
9122,HyperDestroy,5651318,Silver 1,TERRAN
9123,Starz,4125633,Silver 1,TERRAN
9124,Parasite,9580314,Silver 1,TERRAN
9125,Forsaken,5298387,Silver 1,RANDOM
9126,Benda,4126902,Silver 1,PROTOSS
9127,Vlastelin,1004481,Silver 1,TERRAN
9128,TheOldGamer,1623655,Silver 1,TERRAN
9129,mlVoltz,9793403,Silver 1,TERRAN
9130,BIBOUZ,8337218,Silver 1,PROTOSS
9131,Walker,6915537,Silver 1,ZERG
9132,LeRoiTheoden,4578677,Silver 1,TERRAN
9133,Garrysman,1481974,Silver 1,PROTOSS
9134,TeamFearLess,10122165,Silver 1,TERRAN
9135,Tougheezus,8006391,Silver 1,TERRAN
9136,Jony,1566401,Silver 1,TERRAN
9137,Kuzakor,3074396,Silver 1,PROTOSS
9138,Maverick,6999542,Silver 1,PROTOSS
9139,buduumnee,898084,Silver 1,ZERG
9140,Rain,2410585,Silver 1,TERRAN
9141,GetouT,9905155,Silver 1,TERRAN
9142,Blackzpl,9344966,Silver 1,TERRAN
9143,Smaug,9795816,Silver 1,TERRAN
9144,jvs,7125845,Silver 1,TERRAN
9145,phoenix,8818291,Silver 1,PROTOSS
9146,kindcaT,1828110,Silver 1,ZERG
9147,Gultom,1857086,Silver 1,ZERG
9148,Ушкуйник,2126008,Silver 1,TERRAN
9149,Silvety,9966954,Silver 1,ZERG
9150,Novichok,9660684,Silver 1,TERRAN
9151,dantess,15403,Silver 1,TERRAN
9152,soG,1024180,Silver 1,TERRAN
9153,loyeros,3067578,Silver 1,ZERG
9154,CaliMist,8653484,Silver 1,PROTOSS
9155,Makros,9619410,Silver 1,PROTOSS
9156,PWilhelm,7582469,Silver 1,PROTOSS
9157,NerO,8345279,Silver 1,PROTOSS
9158,Petrichor,6114246,Silver 1,PROTOSS
9159,Pavel,2374637,Silver 1,TERRAN
9160,Skeletskings,9722731,Silver 1,ZERG
9161,BugIMaH,9403365,Silver 1,ZERG
9162,Nivek,2234926,Silver 1,ZERG
9163,andrey,9734591,Silver 1,TERRAN
9164,tima,1810346,Silver 1,RANDOM
9165,EGO,4981274,Silver 1,ZERG
9166,MarganJ,7315814,Silver 1,ZERG
9167,Raznik,114644,Silver 1,TERRAN
9168,Tuncman,1181764,Silver 1,PROTOSS
9169,Scrublord,9221407,Silver 1,ZERG
9170,MrFox,9653121,Silver 1,TERRAN
9171,Martin,3409005,Silver 1,TERRAN
9172,NudeDude,3791090,Silver 1,RANDOM
9173,KDavid,5071951,Silver 1,ZERG
9174,Skatty,752245,Silver 1,ZERG
9175,hakketerror,446740,Silver 1,PROTOSS
9176,FalorRu,2298011,Silver 1,ZERG
9177,Adya,9236908,Silver 1,PROTOSS
9178,Libris,9258752,Silver 1,TERRAN
9179,Cesar,4299379,Silver 1,RANDOM
9180,андрей,9615047,Silver 1,TERRAN
9181,Cerberupo,3418754,Silver 1,ZERG
9182,Zivi,8262640,Silver 1,ZERG
9183,Seraph,2317550,Silver 1,TERRAN
9184,ZeusMax,9220436,Silver 1,RANDOM
9185,Darkuscz,7596186,Silver 1,PROTOSS
9186,StePpPaS,2053508,Silver 1,PROTOSS
9187,nikui,2524634,Silver 1,ZERG
9188,OverWatch,3361191,Silver 1,TERRAN
9189,WhoIsV,2290022,Silver 1,TERRAN
9190,Shard,4260603,Silver 1,TERRAN
9191,SUPERKILLER,9546809,Silver 1,PROTOSS
9192,drpeng,2371272,Silver 1,TERRAN
9193,GragNik,487313,Silver 1,ZERG
9194,Nabulak,1371439,Silver 1,TERRAN
9195,Berserc,8795431,Silver 1,PROTOSS
