,0,1,2,3
24518,Jaba,9895056,Gold 1 2,ZERG
24519,Peacekeeper,6493858,Gold 1 2,TERRAN
24520,VaicaLazair,10152846,Gold 1 2,TERRAN
24521,TronJade,3753754,Gold 1 2,PROTOSS
24522,Sedmin,2500007,Gold 1 2,ZERG
24523,IIIIIIIIIIII,10042961,Gold 1 2,PROTOSS
24524,Terminator,8605996,Gold 1 2,ZERG
24525,LEO,2077094,Gold 1 2,TERRAN
24526,Talas,1506318,Gold 1 2,TERRAN
24527,Enegve,7302230,Gold 1 2,PROTOSS
24528,Sedativ,790686,Gold 1 2,ZERG
24529,GhostPvk,3007192,Gold 1 2,ZERG
24530,Szerfuer,8976284,Gold 1 2,TERRAN
24531,Crystalchik,2290077,Gold 1 2,RANDOM
24532,Filou,1585311,Gold 1 2,TERRAN
24533,psyche,8283149,Gold 1 2,TERRAN
24534,Cepheus,1667130,Gold 1 2,PROTOSS
24535,Mukpo,6870273,Gold 1 2,PROTOSS
24536,MisTake,8889511,Gold 1 2,TERRAN
24537,Woodybush,5028382,Gold 1 2,PROTOSS
24538,chaotix,7988126,Gold 1 2,ZERG
24539,TelleT,2309649,Gold 1 2,PROTOSS
24540,КОТЭ,2498277,Gold 1 2,PROTOSS
24541,mainTuX,10116377,Gold 1 2,ZERG
24542,richy,1705297,Gold 1 2,ZERG
24543,tek,2592887,Gold 1 2,ZERG
24544,Gagadada,2217586,Gold 1 2,PROTOSS
24545,karapot,5682037,Gold 1 2,PROTOSS
24546,pGmBlista,2750902,Gold 1 2,PROTOSS
24547,zuxx,2721774,Gold 1 2,PROTOSS
24548,BabeL,8196362,Gold 1 2,ZERG
24549,Eclipse,7362904,Gold 1 2,TERRAN
24550,MasterFireSi,8491154,Gold 1 2,ZERG
24551,Zero,8448841,Gold 1 2,ZERG
24552,Spookz,8444512,Gold 1 2,ZERG
24553,Lucky,5218248,Gold 1 2,TERRAN
24554,downe,3477448,Gold 1 2,PROTOSS
24555,AvPAnGeLoSt,2098444,Gold 1 2,ZERG
24556,Briaray,8974213,Gold 1 2,PROTOSS
24557,BrookXVll,1562709,Gold 1 2,TERRAN
24558,slipmaggot,9045792,Gold 1 2,RANDOM
24559,IIIIIIIIIIII,2391783,Gold 1 2,RANDOM
24560,SATANIST,9028510,Gold 1 2,ZERG
24561,Vlysher,3796857,Gold 1 2,PROTOSS
24562,mlem,9080630,Gold 1 2,TERRAN
24563,ramose,7082045,Gold 1 2,TERRAN
24564,Escuder,8858129,Gold 1 2,ZERG
24565,grishman,55863,Gold 1 2,ZERG
24566,JuanRam,9105996,Gold 1 2,TERRAN
24567,bender,9943542,Gold 1 2,TERRAN
24568,elDuck,196667,Gold 1 2,PROTOSS
24569,Franklin,2467547,Gold 1 2,TERRAN
24570,Onruststoker,5671177,Gold 1 2,PROTOSS
24571,Adamantine,9177023,Gold 1 2,TERRAN
24572,monis,1900195,Gold 1 2,RANDOM
24573,Tzvetnia,1425418,Gold 1 2,ZERG
24574,Wendrowycz,3723994,Gold 1 2,PROTOSS
24575,FraniKing,9635764,Gold 1 2,ZERG
24576,timmy,8524418,Gold 1 2,RANDOM
24577,Tygarr,1983635,Gold 1 2,PROTOSS
24578,Killer,10090335,Gold 1 2,RANDOM
24579,Гівноїд,2175935,Gold 1 2,PROTOSS
24580,ImbaForYou,245732,Gold 1 2,PROTOSS
24581,Opifex,1558900,Gold 1 2,TERRAN
24582,WarPlace,2497046,Gold 1 2,TERRAN
24583,Gapak,9492712,Gold 1 2,RANDOM
24584,ZakHooi,8912749,Gold 1 2,PROTOSS
24585,Dragonrain,9414165,Gold 1 2,ZERG
24586,Chlenicks,806687,Gold 1 2,TERRAN
24587,Yoto,1945704,Gold 1 2,ZERG
24588,Yngin,542492,Gold 1 2,PROTOSS
24589,SunnyDee,1885331,Gold 1 2,ZERG
24590,Sourze,266203,Gold 1 2,ZERG
24591,plmario,4569887,Gold 1 2,TERRAN
24592,nOax,1135916,Gold 1 2,PROTOSS
24593,Goldluffy,8580984,Gold 1 2,PROTOSS
24594,xDontxCryx,1901221,Gold 1 2,RANDOM
24595,parmezan,9858348,Gold 1 2,PROTOSS
24596,XaTiko,2146530,Gold 1 2,RANDOM
24597,KaiserKyle,9393034,Gold 1 2,RANDOM
24598,mysticflow,8504094,Gold 1 2,RANDOM
24599,tga,89058,Gold 1 2,PROTOSS
24600,Ztyxx,8200230,Gold 1 2,TERRAN
24601,bob,9806255,Gold 1 2,PROTOSS
24602,Den,2185873,Gold 1 2,PROTOSS
24603,Гиба,1479248,Gold 1 2,RANDOM
24604,Cxndr,5680589,Gold 1 2,ZERG
24605,Etoperazini,360766,Gold 1 2,TERRAN
24606,BigMario,1452823,Gold 1 2,TERRAN
24607,yazik,2087286,Gold 1 2,PROTOSS
24608,KANCZAK,7523448,Gold 1 2,PROTOSS
24609,Anastezia,9212594,Gold 1 2,ZERG
24610,Recycling,8782865,Gold 1 2,PROTOSS
24611,DrParlamenT,8726753,Gold 1 2,ZERG
24612,Taurine,1763604,Gold 1 2,ZERG
24613,PhilM,6377180,Gold 1 2,PROTOSS
24614,Ebhalisk,1846893,Gold 1 2,ZERG
24615,FerMonMX,9559337,Gold 1 2,ZERG
24616,ForestDevil,4117338,Gold 1 2,TERRAN
24617,TanToR,1141799,Gold 1 2,TERRAN
24618,Ayetinerius,1818308,Gold 1 2,PROTOSS
24619,Ilikehotties,9967051,Gold 1 2,TERRAN
24620,Guecko,2000881,Gold 1 2,ZERG
24621,Eneace,3725002,Gold 1 2,TERRAN
24622,Sugarsun,8802302,Gold 1 2,TERRAN
24623,Muxa,52975,Gold 1 2,TERRAN
24624,asvra,8380482,Gold 1 2,PROTOSS
24625,Snappa,9087548,Gold 1 2,RANDOM
24626,codyblood,3994259,Gold 1 2,PROTOSS
24627,Eppo,443060,Gold 1 2,RANDOM
24628,Темыч,294884,Gold 1 2,TERRAN
24629,Mayday,1085602,Gold 1 2,TERRAN
24630,bendmeister,838107,Gold 1 2,ZERG
24631,Lyka,1303833,Gold 1 2,TERRAN
24632,Adya,9236908,Gold 1 2,ZERG
24633,Starlord,8191440,Gold 1 2,TERRAN
24634,Givic,8229321,Gold 1 2,TERRAN
24635,Nolmendil,7027708,Gold 1 2,PROTOSS
24636,Bolek,891645,Gold 1 2,TERRAN
24637,UnkownNoNine,7402100,Gold 1 2,PROTOSS
24638,HolyThunderr,2748446,Gold 1 2,PROTOSS
24639,poob,10101602,Gold 1 2,TERRAN
24640,Jazz,2563069,Gold 1 2,ZERG
24641,Anditronik,1979766,Gold 1 2,TERRAN
24642,Ken,1551691,Gold 1 2,TERRAN
24643,welkywasek,5601395,Gold 1 2,TERRAN
24644,WhiteAngel,7085193,Gold 1 2,PROTOSS
24645,Nemesis,1374828,Gold 1 2,TERRAN
24646,dasLauch,8385973,Gold 1 2,ZERG
24647,IlllIIIlIIII,9091714,Gold 1 2,PROTOSS
24648,Janus,233184,Gold 1 2,RANDOM
24649,ShPoOnT,2388951,Gold 1 2,PROTOSS
24650,Dazinn,9099831,Gold 1 2,PROTOSS
24651,Dezo,9994278,Gold 1 2,PROTOSS
24652,Chestener,2145172,Gold 1 2,PROTOSS
24653,notsure,10131315,Gold 1 2,PROTOSS
24654,PENRIL,9125457,Gold 1 2,RANDOM
24655,Terrano,2351024,Gold 1 2,TERRAN
24656,Plop,4970724,Gold 1 2,TERRAN
24657,kikocz,4242177,Gold 1 2,PROTOSS
24658,Loki,10122293,Gold 1 2,PROTOSS
24659,ouuyeahh,9942448,Gold 1 2,RANDOM
24660,SiberianOwls,3604600,Gold 1 2,TERRAN
24661,dodolou,7136603,Gold 1 2,ZERG
24662,herbstkind,3057674,Gold 1 2,TERRAN
24663,Shorty,8258621,Gold 1 2,ZERG
24664,zombielenoob,9895207,Gold 1 2,ZERG
24665,Antares,5371917,Gold 1 2,RANDOM
24666,Wanderlust,1728158,Gold 1 2,PROTOSS
24667,saxplayer,1533620,Gold 1 2,ZERG
24668,maroo,9139235,Gold 1 2,TERRAN
24669,gigo,9240517,Gold 1 2,TERRAN
24670,slava,9482561,Gold 1 2,TERRAN
24671,mingnjjue,4054309,Gold 1 2,PROTOSS
24672,predator,2015341,Gold 1 2,PROTOSS
24673,шут,7474823,Gold 1 2,ZERG
24674,MrPropre,5459140,Gold 1 2,TERRAN
24675,gidrogash,507151,Gold 1 2,ZERG
24676,Relic,2781810,Gold 1 2,RANDOM
24677,Antares,5371917,Gold 1 2,TERRAN
24678,CinemaL,1781654,Gold 1 2,ZERG
24679,XLoRD,8297532,Gold 1 2,ZERG
24680,Mertojack,7940615,Gold 1 2,PROTOSS
24681,sql,3013966,Gold 1 2,ZERG
24682,Backtolobby,8740718,Gold 1 2,TERRAN
24683,Amazil,8910407,Gold 1 2,TERRAN
24684,climacoll,7846698,Gold 1 2,TERRAN
24685,zergaprotos,2142533,Gold 1 2,PROTOSS
24686,George,2400621,Gold 1 2,RANDOM
24687,RiseofStorm,8490430,Gold 1 2,TERRAN
24688,Dennis,2281560,Gold 1 2,ZERG
24689,ssjwolf,1785826,Gold 1 2,ZERG
24690,Zocram,9212149,Gold 1 2,ZERG
24691,Zoro,9358037,Gold 1 2,TERRAN
24692,PylonSlayer,8520775,Gold 1 2,PROTOSS
24693,Nyaaa,4319271,Gold 1 2,PROTOSS
24694,Invictus,6222938,Gold 1 2,TERRAN
24695,дищ,2185207,Gold 1 2,PROTOSS
24696,Tankir,9411894,Gold 1 2,PROTOSS
24697,Elmerll,4851808,Gold 1 2,ZERG
24698,Protothrope,865638,Gold 1 2,TERRAN
24699,Light,590296,Gold 1 2,RANDOM
24700,Skycycle,7717122,Gold 1 2,TERRAN
24701,Roiaato,1077996,Gold 1 2,TERRAN
24702,JONS,4129648,Gold 1 2,PROTOSS
24703,Warchild,1491510,Gold 1 2,TERRAN
24704,Capri,1743007,Gold 1 2,TERRAN
24705,Yiseba,9466150,Gold 1 2,PROTOSS
24706,TurboKazah,6028921,Gold 1 2,TERRAN
24707,NaiyOxFR,7614515,Gold 1 2,TERRAN
24708,Woody,1719897,Gold 1 2,ZERG
24709,Criden,9477726,Gold 1 2,ZERG
24710,IIIIIIIIIII,2447639,Gold 1 2,PROTOSS
24711,Akaoray,2514478,Gold 1 2,ZERG
24712,Magicwill,9199522,Gold 1 2,TERRAN
24713,bengbeng,2067575,Gold 1 2,PROTOSS
24714,DaKid,8635067,Gold 1 2,ZERG
24715,FonKenny,1267551,Gold 1 2,PROTOSS
24716,Kanban,4774880,Gold 1 2,ZERG
24717,Pokemaster,8835657,Gold 1 2,TERRAN
24718,LoLNetKlip,2373398,Gold 1 2,ZERG
24719,shpet,1221783,Gold 1 2,PROTOSS
24720,Bossman,8486785,Gold 1 2,PROTOSS
24721,PapyDave,7775327,Gold 1 2,TERRAN
24722,zat,9444524,Gold 1 2,PROTOSS
24723,FReez,9240126,Gold 1 2,TERRAN
24724,Lauodamus,7903016,Gold 1 2,RANDOM
24725,Kish,9055907,Gold 1 2,PROTOSS
24726,KaterKarlo,3019818,Gold 1 2,TERRAN
24727,heemskerka,4784371,Gold 1 2,TERRAN
24728,sentry,3613422,Gold 1 2,PROTOSS
24729,DrDestructo,10002089,Gold 1 2,TERRAN
24730,FINGU,9322897,Gold 1 2,TERRAN
24731,DunkelZwei,1828398,Gold 1 2,RANDOM
24732,sotesh,7764939,Gold 1 2,TERRAN
24733,stargate,3735926,Gold 1 2,PROTOSS
24734,TreCePeO,9895396,Gold 1 2,PROTOSS
24735,Richard,6240709,Gold 1 2,RANDOM
24736,Gøbłín,503508,Gold 1 2,ZERG
24737,Perley,9952047,Gold 1 2,PROTOSS
24738,Empecinado,10009874,Gold 1 2,TERRAN
24739,Vlad,524155,Gold 1 2,RANDOM
24740,Skraeckoedla,9281170,Gold 1 2,PROTOSS
24741,Kvothe,4610133,Gold 1 2,TERRAN
24742,reo,9478060,Gold 1 2,TERRAN
24743,AnteRebic,7039240,Gold 1 2,PROTOSS
24744,Keammy,10105740,Gold 1 2,TERRAN
24745,ZikZak,1725582,Gold 1 2,TERRAN
24746,Unicorn,6990086,Gold 1 2,PROTOSS
24747,Cukorfalat,7203179,Gold 1 2,TERRAN
24748,Limperatore,3029903,Gold 1 2,PROTOSS
24749,extension,8708440,Gold 1 2,TERRAN
24750,Tomiie,8884674,Gold 1 2,TERRAN
24751,Carlomagno,1232555,Gold 1 2,PROTOSS
24752,Pedro,7988818,Gold 1 2,PROTOSS
24753,Flame,9857004,Gold 1 2,RANDOM
24754,Gelu,8313341,Gold 1 2,ZERG
24755,Everynyan,3068121,Gold 1 2,PROTOSS
24756,AQUA,6999671,Gold 1 2,ZERG
24757,EmerladBull,10025696,Gold 1 2,TERRAN
24758,spyder,9886859,Gold 1 2,PROTOSS
24759,Schnuckel,1186789,Gold 1 2,PROTOSS
24760,death,9625446,Gold 1 2,TERRAN
24761,vracen,9629236,Gold 1 2,PROTOSS
24762,Eli,2476136,Gold 1 2,PROTOSS
24763,spm,10030306,Gold 1 2,PROTOSS
24764,KiT,347556,Gold 1 2,ZERG
24765,ddd,6271849,Gold 1 2,PROTOSS
24766,pagsn,2746558,Gold 1 2,PROTOSS
24767,Maustach,9978404,Gold 1 2,ZERG
24768,TyreGaTy,9986665,Gold 1 2,PROTOSS
24769,Wasted,3863057,Gold 1 2,TERRAN
24770,Navara,26041,Gold 1 2,PROTOSS
24771,Tankist,1607167,Gold 1 2,ZERG
24772,aproximo,852951,Gold 1 2,TERRAN
24773,Myrslok,1389358,Gold 1 2,ZERG
24774,Holevovka,9043004,Gold 1 2,PROTOSS
24775,Cyberbrain,9156379,Gold 1 2,PROTOSS
24776,Allan,8160367,Gold 1 2,ZERG
24777,broken,7199688,Gold 1 2,TERRAN
24778,Heck,561177,Gold 1 2,TERRAN
24779,SDD,1935554,Gold 1 2,TERRAN
24780,yZGRZaG,254540,Gold 1 2,RANDOM
24781,LockAndLoad,2664894,Gold 1 2,PROTOSS
24782,Greenfire,9377322,Gold 1 2,ZERG
24783,MaksBMV,9509432,Gold 1 2,TERRAN
24784,Ottifant,2011787,Gold 1 2,TERRAN
24785,JustARandom,991562,Gold 1 2,ZERG
24786,Blackwolf,7142978,Gold 1 2,PROTOSS
24787,android,10119567,Gold 1 2,TERRAN
24788,Chocobo,4294941,Gold 1 2,TERRAN
24789,BrainPlant,9245300,Gold 1 2,ZERG
24790,SpaceKEK,10074592,Gold 1 2,ZERG
24791,pandorium,10010439,Gold 1 2,TERRAN
24792,Delonge,1208393,Gold 1 2,PROTOSS
24793,SovrinN,352289,Gold 1 2,PROTOSS
24794,Rifelip,8941932,Gold 1 2,RANDOM
24795,KyritO,8323544,Gold 1 2,ZERG
24796,kubik,5281207,Gold 1 2,TERRAN
24797,Kain,2333579,Gold 1 2,TERRAN
24798,Gedo,2215394,Gold 1 2,PROTOSS
24799,Ashakku,723589,Gold 1 2,PROTOSS
24800,Zilos,2800307,Gold 1 2,ZERG
24801,lmk,5774239,Gold 1 2,PROTOSS
24802,Vladlen,9189161,Gold 1 2,TERRAN
24803,TriffniX,1027426,Gold 1 2,TERRAN
24804,Ugh,8846860,Gold 1 2,TERRAN
24805,Quezocoatl,9255023,Gold 1 2,ZERG
24806,Jingo,9152829,Gold 1 2,PROTOSS
24807,БУЛОЧКА,2394192,Gold 1 2,ZERG
24808,bratwurst,309996,Gold 1 2,PROTOSS
24809,Magnus,2191773,Gold 1 2,RANDOM
24810,Max,1908654,Gold 1 2,ZERG
24811,chukolna,228214,Gold 1 2,PROTOSS
24812,yuyu,8400288,Gold 1 2,TERRAN
24813,kepgo,2535886,Gold 1 2,ZERG
24814,DistractedDi,8685068,Gold 1 2,PROTOSS
24815,DrAlexNone,798862,Gold 1 2,TERRAN
24816,Ryantha,7411002,Gold 1 2,PROTOSS
24817,JoBro,6223064,Gold 1 2,PROTOSS
24818,SparTaneC,2151410,Gold 1 2,ZERG
24819,JohnnyGun,9738512,Gold 1 2,TERRAN
24820,Udon,1184313,Gold 1 2,PROTOSS
24821,tripleMerged,2066023,Gold 1 2,ZERG
24822,zns,1982957,Gold 1 2,TERRAN
24823,TrippleM,9427726,Gold 1 2,RANDOM
24824,bReal,9522746,Gold 1 2,TERRAN
24825,Ghortogg,1803373,Gold 1 2,PROTOSS
24826,Timmi,882416,Gold 1 2,TERRAN
24827,negan,9218557,Gold 1 2,ZERG
24828,Zira,7286714,Gold 1 2,ZERG
24829,KingConsole,2189814,Gold 1 2,PROTOSS
24830,pandajazz,10042252,Gold 1 2,TERRAN
24831,SpaWn,9708716,Gold 1 2,TERRAN
24832,ггшщ,9869108,Gold 1 2,PROTOSS
24833,SylvanNight,9581668,Gold 1 2,TERRAN
24834,hopjesvla,7492609,Gold 1 2,PROTOSS
24835,YOSMICH,2279509,Gold 1 2,TERRAN
24836,Janus,233184,Gold 1 2,ZERG
24837,Starmuppet,8229757,Gold 1 2,TERRAN
24838,Tschilo,5128994,Gold 1 2,ZERG
24839,Sugar,9973199,Gold 1 2,ZERG
24840,бухоймарик,2118328,Gold 1 2,ZERG
24841,Parabellum,8848524,Gold 1 2,ZERG
24842,Macros,10098111,Gold 1 2,PROTOSS
24843,elessarbre,6450998,Gold 1 2,PROTOSS
24844,Sarge,7497639,Gold 1 2,PROTOSS
24845,RTG,1963539,Gold 1 2,TERRAN
24846,Greedisgood,5895725,Gold 1 2,ZERG
24847,TheGreySeer,9880940,Gold 1 2,TERRAN
24848,VasaZaicev,1222716,Gold 1 2,RANDOM
24849,Matte,3180855,Gold 1 2,TERRAN
24850,MagnusDux,9919635,Gold 1 2,ZERG
24851,Pawel,6790710,Gold 1 2,ZERG
24852,ZerGutt,2525048,Gold 1 2,ZERG
24853,Dzhiugimonas,7719255,Gold 1 2,PROTOSS
24854,Ulysse,9097387,Gold 1 2,ZERG
24855,Evilsmile,8628484,Gold 1 2,TERRAN
24856,DeniMus,3321234,Gold 1 2,ZERG
24857,Duncan,3535048,Gold 1 2,TERRAN
24858,Promise,6191907,Gold 1 2,TERRAN
24859,ANGNost,10120811,Gold 1 2,PROTOSS
24860,GORINICH,98009,Gold 1 2,PROTOSS
24861,Emjie,203579,Gold 1 2,ZERG
24862,Uno,2045586,Gold 1 2,PROTOSS
24863,MajaNared,7699375,Gold 1 2,ZERG
24864,Qualmless,1711511,Gold 1 2,TERRAN
24865,Aluvian,3076388,Gold 1 2,PROTOSS
24866,Neostone,10042716,Gold 1 2,PROTOSS
24867,Tommy,5294786,Gold 1 2,PROTOSS
24868,jorrrrris,3347460,Gold 1 2,TERRAN
24869,Evgen,9443629,Gold 1 2,ZERG
24870,RangoBango,8821936,Gold 1 2,PROTOSS
24871,Mescaline,4872,Gold 1 2,RANDOM
24872,OnIScheNkoSS,7048080,Gold 1 2,PROTOSS
24873,BeFriendly,9872335,Gold 1 2,PROTOSS
24874,FurPuroTwT,10024831,Gold 1 2,PROTOSS
24875,Peaky,2153370,Gold 1 2,ZERG
24876,PoWer,5854482,Gold 1 2,RANDOM
24877,ReeSpace,892631,Gold 1 2,PROTOSS
24878,tontsa,331264,Gold 1 2,ZERG
24879,CrimsonRye,2053801,Gold 1 2,PROTOSS
24880,Беспощадный,2382693,Gold 1 2,PROTOSS
24881,DMITRYKORESH,9646417,Gold 1 2,ZERG
24882,Happyshopper,7244788,Gold 1 2,PROTOSS
24883,Stukov,9327603,Gold 1 2,TERRAN
24884,Dermak,9781947,Gold 1 2,PROTOSS
24885,Volk,5071923,Gold 1 2,TERRAN
24886,Snori,9646454,Gold 1 2,ZERG
24887,STAT,2516873,Gold 1 2,PROTOSS
24888,Raiden,4349966,Gold 1 2,PROTOSS
24889,Steinkante,2782771,Gold 1 2,TERRAN
24890,negan,9218557,Gold 1 2,RANDOM
24891,Vader,5135541,Gold 1 2,PROTOSS
24892,Serral,478117,Gold 1 2,TERRAN
24893,GoDKaRaKaN,5295936,Gold 1 2,ZERG
24894,Tryhard,5172037,Gold 1 2,PROTOSS
24895,AMYN,1676933,Gold 1 2,TERRAN
24896,GinnyPotter,10078153,Gold 1 2,PROTOSS
24897,FruitBunker,6709356,Gold 1 2,PROTOSS
24898,asdfsadf,4646370,Gold 1 2,ZERG
24899,milkycow,7237956,Gold 1 2,PROTOSS
24900,Cherrykoko,1889460,Gold 1 2,TERRAN
24901,MCAS,3611457,Gold 1 2,PROTOSS
24902,Gaster,9802374,Gold 1 2,PROTOSS
24903,Xeace,4250461,Gold 1 2,PROTOSS
24904,Дикард,7395318,Gold 1 2,PROTOSS
24905,дарк,2342516,Gold 1 2,TERRAN
24906,Robstaa,3633840,Gold 1 2,PROTOSS
24907,StarKillers,658587,Gold 1 2,ZERG
24908,Evgen,1866412,Gold 1 2,PROTOSS
24909,doge,6439580,Gold 1 2,TERRAN
24910,vladozavur,9740473,Gold 1 2,PROTOSS
24911,Skilletto,9024975,Gold 1 2,PROTOSS
24912,Fullar,7188455,Gold 1 2,PROTOSS
24913,xLUXORx,1967025,Gold 1 2,ZERG
24914,DEA,1340243,Gold 1 2,ZERG
24915,WioLets,870091,Gold 1 2,TERRAN
24916,Fyntik,546211,Gold 1 2,TERRAN
24917,роб,8884826,Gold 1 2,PROTOSS
24918,Squinookle,2622032,Gold 1 2,ZERG
24919,eggymatrix,9967405,Gold 1 2,PROTOSS
24920,Atil,317102,Gold 1 2,TERRAN
24921,Awern,361985,Gold 1 2,ZERG
24922,CraM,5818085,Gold 1 2,ZERG
24923,garynichTV,9995767,Gold 1 2,TERRAN
24924,bigbasterd,3752021,Gold 1 2,TERRAN
24925,ZimaLft,8959011,Gold 1 2,ZERG
24926,alex,2486061,Gold 1 2,PROTOSS
24927,Varandragon,479152,Gold 1 2,TERRAN
24928,Juice,9223306,Gold 1 2,TERRAN
24929,tinyfly,8630766,Gold 1 2,PROTOSS
24930,Eevy,111523,Gold 1 2,PROTOSS
24931,fûtonrasenga,8491713,Gold 1 2,TERRAN
24932,Mallatta,9081304,Gold 1 2,ZERG
24933,Абвгдейка,2433068,Gold 1 2,PROTOSS
24934,HelBatThor,3538248,Gold 1 2,PROTOSS
24935,ksbiv,7135120,Gold 1 2,ZERG
24936,BlikBlouk,2843096,Gold 1 2,ZERG
24937,HLOX,293104,Gold 1 2,ZERG
24938,Bogatirev,5608587,Gold 1 2,ZERG
24939,MAKLER,2361875,Gold 1 2,TERRAN
24940,NiceNemo,2249073,Gold 1 2,ZERG
24941,grumoymonk,9162301,Gold 1 2,PROTOSS
24942,VVVkEstik,1369536,Gold 1 2,PROTOSS
24943,Darkowner,3002785,Gold 1 2,PROTOSS
24944,YWNH,9651848,Gold 1 2,ZERG
24945,Proto,9186157,Gold 1 2,ZERG
24946,Repeater,10061891,Gold 1 2,ZERG
24947,hung,9858926,Gold 1 2,TERRAN
24948,BgSwngSalmon,9262232,Gold 1 2,PROTOSS
24949,Hermann,9505842,Gold 1 2,TERRAN
24950,ЛютоеПиво,2534701,Gold 1 2,ZERG
24951,tttttttt,1932369,Gold 1 2,RANDOM
24952,Siol,1823325,Gold 1 2,PROTOSS
24953,Brupomme,6069032,Gold 1 2,TERRAN
24954,Musztakaf,8399375,Gold 1 2,ZERG
24955,EGLifeRC,3869209,Gold 1 2,ZERG
24956,Dexro,3190423,Gold 1 2,PROTOSS
24957,Bioangel,7850137,Gold 1 2,PROTOSS
24958,bublykua,2340536,Gold 1 2,ZERG
24959,Bzyqmyq,2052737,Gold 1 2,PROTOSS
24960,Techmate,3828462,Gold 1 2,PROTOSS
24961,gally,7845822,Gold 1 2,TERRAN
24962,rezixou,10027224,Gold 1 2,PROTOSS
24963,GloryUKRAINE,9266724,Gold 1 2,PROTOSS
24964,Dendi,9596376,Gold 1 2,TERRAN
24965,Zevzs,4290057,Gold 1 2,ZERG
24966,Cypher,1343191,Gold 1 2,TERRAN
24967,ChocoPie,4097706,Gold 1 2,ZERG
24968,AZAROTH,9446262,Gold 1 2,TERRAN
24969,DisturberLG,8378221,Gold 1 2,TERRAN
24970,Slavonic,767893,Gold 1 2,PROTOSS
24971,FOX,6932655,Gold 1 2,ZERG
24972,StrixKaito,10165044,Gold 1 2,PROTOSS
24973,Planschkuh,8853073,Gold 1 2,PROTOSS
24974,Хаомао,847420,Gold 1 2,TERRAN
24975,Bisk,593130,Gold 1 2,PROTOSS
24976,oRickL,2967813,Gold 1 2,TERRAN
24977,itsmuffin,2313172,Gold 1 2,PROTOSS
24978,IIIIIIIIIIII,9292633,Gold 1 2,ZERG
24979,CptJack,3284151,Gold 1 2,TERRAN
24980,ЧЕМПИОН,1960747,Gold 1 2,TERRAN
24981,AntonSmith,1917093,Gold 1 2,TERRAN
24982,Namaster,9306939,Gold 1 2,PROTOSS
24983,Winlentia,2516690,Gold 1 2,ZERG
24984,Markus,10062036,Gold 1 2,PROTOSS
24985,Alesh,8663570,Gold 1 2,PROTOSS
24986,Tictactoe,3586942,Gold 1 2,PROTOSS
24987,Serpent,3717933,Gold 1 2,ZERG
24988,Mirceatop,5561413,Gold 1 2,RANDOM
24989,Mongo,9283273,Gold 1 2,PROTOSS
24990,aDq,9982166,Gold 1 2,PROTOSS
24991,kiwiarmand,8912003,Gold 1 2,ZERG
24992,Caizoe,8740176,Gold 1 2,RANDOM
24993,FUСK,7319071,Gold 1 2,ZERG
24994,vovaz,2341108,Gold 1 2,TERRAN
24995,Dunder,3424542,Gold 1 2,ZERG
24996,lklkkl,2467306,Gold 1 2,ZERG
24997,Rake,7353598,Gold 1 2,ZERG
24998,JeanSim,10003416,Gold 1 2,RANDOM
24999,liluk,3707649,Gold 1 2,RANDOM
25000,Dale,9772902,Gold 1 2,ZERG
25001,RegePL,4150858,Gold 1 2,TERRAN
25002,masanabu,7486118,Gold 1 2,PROTOSS
25003,Prate,4987519,Gold 1 2,PROTOSS
25004,Kobochicken,7904472,Gold 1 2,PROTOSS
25005,vilhelm,2817910,Gold 1 2,PROTOSS
25006,Siege,261172,Gold 1 2,ZERG
25007,Rhizom,2115388,Gold 1 2,TERRAN
25008,Grunthor,6010067,Gold 1 2,ZERG
25009,Danny,6959927,Gold 1 2,PROTOSS
25010,Emfit,2047241,Gold 1 2,PROTOSS
25011,Alonedevil,9640396,Gold 1 2,PROTOSS
25012,bonday,5071987,Gold 1 2,PROTOSS
25013,Kiwi,872548,Gold 1 2,ZERG
25014,DepressivO,1589756,Gold 1 2,ZERG
25015,Whatever,753456,Gold 1 2,ZERG
25016,TmiTmi,10116018,Gold 1 2,TERRAN
25017,Illumiknight,3957437,Gold 1 2,ZERG
25018,Rodrigo,9362311,Gold 1 2,PROTOSS
25019,Ypkarah,4402664,Gold 1 2,PROTOSS
25020,llllllllllll,9609168,Gold 1 2,TERRAN
25021,Proctor,1824692,Gold 1 2,TERRAN
25022,Alain,1074500,Gold 1 2,ZERG
25023,Tifodius,2444443,Gold 1 2,PROTOSS
25024,Ermn,6406319,Gold 1 2,PROTOSS
25025,LoneRider,3821416,Gold 1 2,TERRAN
25026,Пеликан,181958,Gold 1 2,PROTOSS
25027,Sumrak,7067689,Gold 1 2,TERRAN
25028,Indelion,2678060,Gold 1 2,TERRAN
25029,ShadowFiend,7593878,Gold 1 2,PROTOSS
25030,Karlotte,564875,Gold 1 2,TERRAN
25031,Tiviti,9389180,Gold 1 2,PROTOSS
25032,Smerchh,2379993,Gold 1 2,TERRAN
25033,angellofWar,3919221,Gold 1 2,ZERG
25034,ALEXIS,4922047,Gold 1 2,ZERG
25035,Fireice,8885821,Gold 1 2,TERRAN
25036,superior,7287093,Gold 1 2,PROTOSS
25037,andrycho,361552,Gold 1 2,TERRAN
25038,BABU,2056331,Gold 1 2,PROTOSS
25039,UltraPhaze,9239980,Gold 1 2,RANDOM
25040,Crisan,7611082,Gold 1 2,ZERG
