,Name,playerid,league,FavoriteRace
89373,Цербер,5744257,Diamond 3,ZERG
89374,Jeffrey,9186296,Diamond 3,ZERG
89375,Risinoo,3316665,Diamond 3,PROTOSS
89376,CrazyFox,1211032,Diamond 3,RANDOM
89377,AnaDaChicken,10066703,Diamond 3,PROTOSS
89378,GrosLapin,4784133,Diamond 3,PROTOSS
89379,FrosT,878330,Diamond 3,RANDOM
89380,HispanO,1039126,Diamond 3,TERRAN
89381,torresvold,1656119,Diamond 3,ZERG
89382,MadMan,748706,Diamond 3,ZERG
89383,SHANHAI,184163,Diamond 3,TERRAN
89384,SCRAT,4921192,Diamond 3,PROTOSS
89385,Czuppy,8484474,Diamond 3,TERRAN
89386,HarryPotter,9660756,Diamond 3,RANDOM
89387,DIS,1534626,Diamond 3,RANDOM
89388,Psy,8266355,Diamond 3,TERRAN
89389,Civilian,909963,Diamond 3,PROTOSS
89390,OmgFoxeD,8969703,Diamond 3,PROTOSS
89391,MaKi,1678648,Diamond 3,ZERG
89392,BEASTY,10191456,Diamond 3,TERRAN
89393,UunderAtack,2250338,Diamond 3,PROTOSS
89394,Zetla,1938811,Diamond 3,ZERG
89395,ЖораШтопор,9179852,Diamond 3,TERRAN
89396,Imbech,7037393,Diamond 3,TERRAN
89397,Aspect,4772955,Diamond 3,PROTOSS
89398,TGS,2070968,Diamond 3,RANDOM
89399,EnTaroAdun,1852661,Diamond 3,PROTOSS
89400,Lutyi,6271537,Diamond 3,RANDOM
89401,LePibertson,369533,Diamond 3,PROTOSS
89402,Zecrum,4301960,Diamond 3,TERRAN
89403,pokermon,8276564,Diamond 3,PROTOSS
89404,Zischer,171266,Diamond 3,PROTOSS
89405,Pioner,407526,Diamond 3,RANDOM
89406,Katie,9526561,Diamond 3,PROTOSS
89407,gersn,8647162,Diamond 3,TERRAN
89408,Hayabussa,1969843,Diamond 3,PROTOSS
89409,llllllllllll,9408819,Diamond 3,PROTOSS
89410,Balu,7380627,Diamond 3,ZERG
89411,Lomu,1872845,Diamond 3,PROTOSS
89412,Fraggi,1090717,Diamond 3,ZERG
89413,torresvold,1656119,Diamond 3,PROTOSS
89414,DoubleTM,1560754,Diamond 3,TERRAN
89415,IIIIIIIIIIII,10230407,Diamond 3,ZERG
89416,IamIvanDva,10243357,Diamond 3,PROTOSS
89417,Louisss,7747063,Diamond 3,RANDOM
89418,Heunabu,9585372,Diamond 3,RANDOM
89419,Windcape,233608,Diamond 3,ZERG
89420,TASSADAR,402581,Diamond 3,RANDOM
89421,Magvay,346876,Diamond 3,ZERG
89422,IIIIIIIIIIII,9354406,Diamond 3,PROTOSS
89423,IvMSaoSin,1702679,Diamond 3,ZERG
89424,Ronni,1805198,Diamond 3,PROTOSS
89425,Suvorov,1770519,Diamond 3,TERRAN
89426,Lamelisk,1360378,Diamond 3,RANDOM
89427,NiamoR,2548884,Diamond 3,RANDOM
89428,RGdt,2523245,Diamond 3,ZERG
89429,ВасяМардася,1799154,Diamond 3,RANDOM
89430,MARs,9544823,Diamond 3,TERRAN
89431,Wiskas,2495654,Diamond 3,RANDOM
89432,MacroPolo,1677419,Diamond 3,TERRAN
89433,Scorpion,9274390,Diamond 3,RANDOM
89434,Poxi,1180378,Diamond 3,ZERG
89435,DrKaufman,5479224,Diamond 3,ZERG
89436,Dehaka,10256017,Diamond 3,PROTOSS
89437,Harlekin,1579741,Diamond 3,RANDOM
89438,Неможетбыть,2151427,Diamond 3,ZERG
89439,babouc,3055160,Diamond 3,ZERG
89440,ZergEL,1405415,Diamond 3,ZERG
89441,Hjersie,1925021,Diamond 3,TERRAN
89442,StoneColdIKE,7326711,Diamond 3,ZERG
89443,RyanReynolds,2496015,Diamond 3,ZERG
89444,Arturoh,3293482,Diamond 3,TERRAN
89445,KiWi,1641860,Diamond 3,RANDOM
89446,Argonavt,1935264,Diamond 3,RANDOM
89447,Nototo,7388041,Diamond 3,PROTOSS
89448,SYSERROR,228977,Diamond 3,ZERG
89449,Chezs,9336748,Diamond 3,ZERG
89450,Erpu,5174596,Diamond 3,TERRAN
89451,FuZZyWuZZy,2182736,Diamond 3,ZERG
89452,metzo,530892,Diamond 3,ZERG
89453,csirkecomb,217173,Diamond 3,ZERG
89454,Fossi,621891,Diamond 3,RANDOM
89455,Lover,2674060,Diamond 3,ZERG
89456,Nachtwächter,2080103,Diamond 3,ZERG
89457,Turr,9774418,Diamond 3,PROTOSS
89458,YandereRoon,1922765,Diamond 3,ZERG
89459,DELbioFIXMEC,10020496,Diamond 3,TERRAN
89460,Dauriz,9332190,Diamond 3,TERRAN
89461,Phoenix,1797805,Diamond 3,ZERG
89462,Tatou,8556409,Diamond 3,TERRAN
89463,Tmiays,9375243,Diamond 3,ZERG
89464,Война,9460497,Diamond 3,PROTOSS
89465,Reminouche,1764122,Diamond 3,TERRAN
89466,ROCKnROLLa,10257076,Diamond 3,TERRAN
89467,vitahästen,2602573,Diamond 3,PROTOSS
89468,ZZEALOT,8791510,Diamond 3,ZERG
89469,Quasarity,1806603,Diamond 3,ZERG
89470,NOGOOD,2317506,Diamond 3,ZERG
89471,Mydum,3355571,Diamond 3,TERRAN
89472,Omni,8705736,Diamond 3,TERRAN
89473,Eidowen,481732,Diamond 3,ZERG
89474,Mango,1161786,Diamond 3,TERRAN
89475,CapAmerica,9238283,Diamond 3,PROTOSS
89476,MirdonsCat,2188060,Diamond 3,ZERG
89477,Reyalp,10205349,Diamond 3,PROTOSS
89478,Seriovsky,386076,Diamond 3,TERRAN
89479,ВасяМардася,1799154,Diamond 3,PROTOSS
89480,mingo,2333187,Diamond 3,PROTOSS
89481,DeathWind,9990077,Diamond 3,PROTOSS
89482,Morozzo,197636,Diamond 3,RANDOM
89483,sWORM,2536607,Diamond 3,TERRAN
89484,Pochtalon,2120273,Diamond 3,ZERG
89485,Gulgur,747296,Diamond 3,ZERG
89486,Bubble,10235941,Diamond 3,ZERG
89487,BoB,10246424,Diamond 3,ZERG
89488,Aisora,192081,Diamond 3,PROTOSS
89489,Zakkenvuller,9348840,Diamond 3,RANDOM
89490,DeadRemus,10239793,Diamond 3,ZERG
89491,BlinkFloyd,4112350,Diamond 3,ZERG
89492,BigusDickus,10250955,Diamond 3,PROTOSS
89493,edea,8121422,Diamond 3,ZERG
89494,OqopO,8383464,Diamond 3,ZERG
89495,Funtik,9287458,Diamond 3,PROTOSS
89496,Tobbigatobba,8147435,Diamond 3,TERRAN
89497,Shaka,421560,Diamond 3,PROTOSS
89498,maeri,447942,Diamond 3,ZERG
89499,Nattväsen,9009628,Diamond 3,PROTOSS
89500,Sheff,2537922,Diamond 3,ZERG
89501,Future,1413567,Diamond 3,RANDOM
89502,Drath,806937,Diamond 3,ZERG
89503,Dio,346359,Diamond 3,ZERG
89504,Tobbigatobba,8147435,Diamond 3,ZERG
89505,Przegrywoshi,9443614,Diamond 3,PROTOSS
89506,Deka,1258070,Diamond 3,ZERG
89507,JazzMan,2526515,Diamond 3,PROTOSS
89508,Graph,4900998,Diamond 3,ZERG
89509,Seriovsky,386076,Diamond 3,PROTOSS
89510,KluYa,10167796,Diamond 3,PROTOSS
89511,skazy,8959865,Diamond 3,PROTOSS
89512,Momo,2839149,Diamond 3,TERRAN
89513,Zyzz,2205442,Diamond 3,ZERG
89514,XelǂSylvanas,2106036,Diamond 3,TERRAN
89515,Quasar,1781643,Diamond 3,PROTOSS
89516,RottenWing,9249388,Diamond 3,PROTOSS
89517,sahara,298647,Diamond 3,RANDOM
89518,LeonHardt,5470073,Diamond 3,ZERG
89519,AgnusDei,8722225,Diamond 3,PROTOSS
89520,Kwiatek,2051248,Diamond 3,TERRAN
89521,IcyVeins,1595097,Diamond 3,PROTOSS
89522,TacticKiller,10228280,Diamond 3,PROTOSS
89523,MvanBommel,8820188,Diamond 3,TERRAN
89524,Proletariate,6894839,Diamond 3,PROTOSS
89525,Schteeke,1934397,Diamond 3,ZERG
89526,IlIlIIIIIIII,1212753,Diamond 3,TERRAN
89527,Kiarna,530408,Diamond 3,ZERG
89528,Domanthovski,3155759,Diamond 3,ZERG
89529,IggyAzalea,3669247,Diamond 3,RANDOM
89530,Stiffler,382553,Diamond 3,ZERG
89531,DESTRO,3441697,Diamond 3,PROTOSS
89532,BlinkFloyd,4112350,Diamond 3,TERRAN
89533,Zersandet,2999475,Diamond 3,PROTOSS
89534,Renj,703867,Diamond 3,RANDOM
89535,spy,6983189,Diamond 3,ZERG
89536,boppers,4771806,Diamond 3,ZERG
89537,Renj,703867,Diamond 3,ZERG
89538,CEO,1659243,Diamond 3,ZERG
89539,IlIlIlIlIlIl,8844077,Diamond 3,PROTOSS
89540,Toarlu,7869732,Diamond 3,TERRAN
89541,xhermesx,304432,Diamond 3,TERRAN
89542,SkyGF,2464708,Diamond 3,ZERG
89543,Yuriv,9296292,Diamond 3,RANDOM
89544,Warmtrooper,7339322,Diamond 3,ZERG
89545,PitchBlack,9877801,Diamond 3,ZERG
89546,WhatsUp,9171075,Diamond 3,ZERG
89547,Dominik,7445025,Diamond 3,TERRAN
89548,Galadhon,2433946,Diamond 3,PROTOSS
89549,sasso,2116279,Diamond 3,TERRAN
89550,Neo,771672,Diamond 3,PROTOSS
89551,MrHöcker,1947575,Diamond 3,ZERG
89552,Паляниця,7457135,Diamond 3,PROTOSS
89553,greenloar,2220757,Diamond 3,PROTOSS
89554,Tohammator,2570280,Diamond 3,RANDOM
89555,NoizeMC,1900437,Diamond 3,TERRAN
89556,tykoZ,633188,Diamond 3,ZERG
89557,JuGGler,348480,Diamond 3,PROTOSS
89558,Nudelzealot,2159632,Diamond 3,PROTOSS
89559,Woutr,9114897,Diamond 3,TERRAN
89560,zertul,785002,Diamond 3,PROTOSS
89561,Archon,3881411,Diamond 3,ZERG
89562,Mugen,4672893,Diamond 3,PROTOSS
89563,megAdept,7070888,Diamond 3,PROTOSS
89564,Shippuu,2170949,Diamond 3,PROTOSS
89565,main,806658,Diamond 3,TERRAN
89566,SirLeone,2276303,Diamond 3,TERRAN
89567,Orophoin,1900701,Diamond 3,RANDOM
89568,IrAǂNvok,2349406,Diamond 3,PROTOSS
89569,megAdept,7070888,Diamond 3,ZERG
89570,IIIIIIIIIIII,2642865,Diamond 3,TERRAN
89571,Teranova,5989272,Diamond 3,TERRAN
89572,chudatta,3692228,Diamond 3,TERRAN
89573,Amur,452497,Diamond 3,TERRAN
89574,Melon,232911,Diamond 3,TERRAN
89575,mankale,803793,Diamond 3,TERRAN
89576,Rödahästen,7023597,Diamond 3,PROTOSS
89577,Cyron,8179980,Diamond 3,RANDOM
89578,jjoeri,2826977,Diamond 3,PROTOSS
89579,Alle,4168735,Diamond 3,PROTOSS
89580,IIIIIIIIIIII,9438655,Diamond 3,TERRAN
89581,Кот,2488804,Diamond 3,PROTOSS
89582,Fjoppe,177141,Diamond 3,ZERG
89583,RobJons,9886865,Diamond 3,PROTOSS
89584,Sander,824877,Diamond 3,PROTOSS
89585,COCACOLA,10089571,Diamond 3,ZERG
89586,ERIKB,1748424,Diamond 3,TERRAN
89587,Twice,87612,Diamond 3,TERRAN
89588,Vompidoo,8769897,Diamond 3,PROTOSS
89589,MasH,8120879,Diamond 3,ZERG
89590,ArchonToilet,500318,Diamond 3,PROTOSS
89591,Bruchiana,8132075,Diamond 3,PROTOSS
89592,greasy,332750,Diamond 3,ZERG
89593,Tallinn,2173162,Diamond 3,ZERG
89594,Xzil,3300433,Diamond 3,PROTOSS
89595,PyroMathic,3093890,Diamond 3,PROTOSS
89596,YourHighness,4910109,Diamond 3,TERRAN
89597,ayeayeron,9993368,Diamond 3,ZERG
89598,Kelevra,302283,Diamond 3,RANDOM
89599,FallenAngel,9094507,Diamond 3,ZERG
89600,ellber,2496600,Diamond 3,PROTOSS
89601,Nissa,2297834,Diamond 3,PROTOSS
89602,Enki,10079111,Diamond 3,TERRAN
89603,Notorious,9744909,Diamond 3,ZERG
89604,bripbrop,9859458,Diamond 3,ZERG
89605,Liotwhynot,1332211,Diamond 3,TERRAN
89606,Adrian,7801239,Diamond 3,ZERG
89607,LadderZ,6391447,Diamond 3,ZERG
89608,aNDRYs,2112425,Diamond 3,ZERG
89609,LeONyaK,2348756,Diamond 3,TERRAN
89610,PsychicYuri,8359676,Diamond 3,RANDOM
89611,haddley,6140507,Diamond 3,PROTOSS
89612,llllllllllll,1335328,Diamond 3,TERRAN
89613,VadimVyat,9708338,Diamond 3,TERRAN
89614,Soha,1871839,Diamond 3,ZERG
89615,Edge,8959802,Diamond 3,ZERG
89616,Abyss,1648534,Diamond 3,PROTOSS
89617,UrDaddyPutin,10162090,Diamond 3,PROTOSS
89618,HapilyInsane,2990118,Diamond 3,TERRAN
89619,JCO,304033,Diamond 3,ZERG
89620,Pharohs,435251,Diamond 3,ZERG
89621,UmBeLieVeBeL,3370286,Diamond 3,TERRAN
89622,Darcklaw,1602882,Diamond 3,RANDOM
89623,shampOo,833039,Diamond 3,PROTOSS
89624,pumpel,9253296,Diamond 3,TERRAN
89625,Sanctus,2417670,Diamond 3,TERRAN
89626,LiquidCurage,5010250,Diamond 3,ZERG
89627,EatMyPepe,8012578,Diamond 3,PROTOSS
89628,SKLation,6519366,Diamond 3,PROTOSS
89629,Ukraїner,1890080,Diamond 3,TERRAN
89630,Nessbih,4518630,Diamond 3,TERRAN
89631,bogar,7788344,Diamond 3,PROTOSS
89632,EatMyPepe,8012578,Diamond 3,ZERG
89633,Stressling,1061223,Diamond 3,TERRAN
89634,EatMyPepe,8012578,Diamond 3,TERRAN
89635,BruTaL,7314883,Diamond 3,ZERG
89636,CrazyDave,1954727,Diamond 3,RANDOM
89637,MadMardigan,563512,Diamond 3,ZERG
89638,RomanWin,2370684,Diamond 3,PROTOSS
89639,BlackKing,9847032,Diamond 3,ZERG
89640,Maus,10270574,Diamond 3,TERRAN
89641,PrettyMedic,1711533,Diamond 3,TERRAN
89642,DonQuijote,9786680,Diamond 3,ZERG
89643,kios,6561993,Diamond 3,TERRAN
89644,HydraFarmer,8701045,Diamond 3,PROTOSS
89645,CurlyBaboon,2845386,Diamond 3,ZERG
89646,phytopius,1106299,Diamond 3,ZERG
89647,Strike,817348,Diamond 3,TERRAN
89648,Agalord,1775357,Diamond 3,TERRAN
89649,MrMobb,2080180,Diamond 3,ZERG
89650,KimchiMan,2327248,Diamond 3,TERRAN
89651,Günterin,4031913,Diamond 3,ZERG
89652,scnightfire,71477,Diamond 3,RANDOM
89653,KALI,8870013,Diamond 3,ZERG
89654,iplayzerg,8702397,Diamond 3,ZERG
89655,ExForgeM,2043799,Diamond 3,ZERG
89656,hank,6027734,Diamond 3,TERRAN
89657,IIIIIIIIIIII,10091192,Diamond 3,PROTOSS
89658,Vasana,497793,Diamond 3,PROTOSS
89659,KenavoDemat,9007265,Diamond 3,RANDOM
89660,diamondduck,10304611,Diamond 3,TERRAN
89661,codeRED,692765,Diamond 3,TERRAN
89662,amadeus,9630497,Diamond 3,PROTOSS
89663,Uraysis,1876064,Diamond 3,RANDOM
89664,TiSpundu,9336472,Diamond 3,TERRAN
89665,RpgFiftyNine,8818308,Diamond 3,ZERG
89666,Amoral,1880449,Diamond 3,TERRAN
89667,Tralse,690793,Diamond 3,RANDOM
89668,Jack,268242,Diamond 3,ZERG
89669,SlavaUA,1458408,Diamond 3,TERRAN
89670,kurtish,2305319,Diamond 3,ZERG
89671,Whynona,2424875,Diamond 3,RANDOM
89672,darkskykling,7714602,Diamond 3,ZERG
89673,Lukash,1418716,Diamond 3,PROTOSS
89674,Killoheal,957046,Diamond 3,PROTOSS
89675,kryso,2452223,Diamond 3,TERRAN
89676,Squiggz,8532372,Diamond 3,ZERG
89677,ProTos,10298395,Diamond 3,PROTOSS
89678,Uraysis,1876064,Diamond 3,PROTOSS
89679,Samuel,7353494,Diamond 3,TERRAN
89680,Grizzlyman,7949041,Diamond 3,TERRAN
89681,Geonosis,7597699,Diamond 3,PROTOSS
89682,TEXTILcorp,176577,Diamond 3,ZERG
89683,ToTaLShaFF,4282262,Diamond 3,TERRAN
89684,æDaemon,832011,Diamond 3,ZERG
89685,ZAP,4370883,Diamond 3,TERRAN
89686,ZestIsBest,8366788,Diamond 3,PROTOSS
89687,Hoist,216303,Diamond 3,ZERG
89688,Mayo,9320352,Diamond 3,PROTOSS
89689,Aldius,8612277,Diamond 3,ZERG
89690,neiron,2004547,Diamond 3,ZERG
89691,xMISAx,1300679,Diamond 3,TERRAN
89692,slatt,5427552,Diamond 3,TERRAN
89693,kee,1542241,Diamond 3,TERRAN
89694,LaatMaarZijn,8506431,Diamond 3,ZERG
89695,slipmaggot,9045792,Diamond 3,PROTOSS
89696,Grey,3160333,Diamond 3,ZERG
89697,Nev,1900328,Diamond 3,ZERG
89698,Aldius,8612277,Diamond 3,TERRAN
89699,Esarel,10127376,Diamond 3,ZERG
89700,Flandy,3064157,Diamond 3,ZERG
89701,skrytyżubr,8822898,Diamond 3,PROTOSS
89702,Nev,1900328,Diamond 3,TERRAN
89703,Ingvar,7262009,Diamond 3,PROTOSS
89704,Omzy,1644609,Diamond 3,ZERG
89705,HarryPotter,9660756,Diamond 3,PROTOSS
89706,Xares,6976415,Diamond 3,TERRAN
89707,susore,2387872,Diamond 3,RANDOM
89708,Tremere,214039,Diamond 3,ZERG
89709,Yup,9660914,Diamond 3,PROTOSS
89710,AquaGeneOrz,3828077,Diamond 3,ZERG
89711,ThËÐÛÐÈ,4848491,Diamond 3,ZERG
89712,ĞŘẸẸŜĤŇĮЌ,1241233,Diamond 3,TERRAN
89713,SFJ,6805537,Diamond 3,TERRAN
89714,shøker,853836,Diamond 3,TERRAN
89715,LällEZ,10149838,Diamond 3,PROTOSS
89716,Uchronia,2351506,Diamond 3,TERRAN
89717,Zayroom,10158260,Diamond 3,ZERG
89718,Zed,1702827,Diamond 3,PROTOSS
89719,Chemtrails,425259,Diamond 3,ZERG
89720,Shiroe,2334393,Diamond 3,ZERG
89721,pizzaeater,4146371,Diamond 3,ZERG
89722,MrFer,5823897,Diamond 3,RANDOM
89723,Ryan,1239870,Diamond 3,PROTOSS
89724,ShamanIsBack,246509,Diamond 3,ZERG
89725,Protan,2616609,Diamond 3,TERRAN
89726,Steler,3299135,Diamond 3,RANDOM
89727,JeanMichelOP,2009537,Diamond 3,RANDOM
89728,Snooooopy,9982354,Diamond 3,PROTOSS
89729,DaTosh,823895,Diamond 3,ZERG
89730,xenos,7104711,Diamond 3,TERRAN
89731,EmpShock,3092701,Diamond 3,TERRAN
89732,LennyDean,7523859,Diamond 3,TERRAN
89733,susore,2387872,Diamond 3,TERRAN
89734,unterberg,4967900,Diamond 3,TERRAN
89735,Multik,1375813,Diamond 3,ZERG
89736,DePRe,233251,Diamond 3,TERRAN
89737,Chute,1606870,Diamond 3,TERRAN
89738,Islander,972332,Diamond 3,TERRAN
89739,cCrazy,1004991,Diamond 3,ZERG
89740,SlavianKirov,564416,Diamond 3,TERRAN
89741,MEISTER,311302,Diamond 3,PROTOSS
89742,YellowBull,8737396,Diamond 3,PROTOSS
89743,Giallone,708048,Diamond 3,PROTOSS
89744,Marvel,7284823,Diamond 3,ZERG
89745,magass,2299254,Diamond 3,TERRAN
89746,corny,1209109,Diamond 3,TERRAN
89747,WBXion,8119880,Diamond 3,TERRAN
89748,GGBB,1490282,Diamond 3,RANDOM
89749,Mengsk,4170378,Diamond 3,PROTOSS
89750,LaSaK,1114364,Diamond 3,ZERG
89751,Taco,487432,Diamond 3,TERRAN
89752,RealOviedo,10150132,Diamond 3,PROTOSS
89753,StarryNight,1321981,Diamond 3,PROTOSS
89754,rossiaa,9019403,Diamond 3,ZERG
89755,Poki,2763283,Diamond 3,TERRAN
89756,MoNsTeR,2130529,Diamond 3,PROTOSS
89757,Mlecio,9928550,Diamond 3,TERRAN
89758,Athen,8054364,Diamond 3,TERRAN
89759,Кастиил,2447701,Diamond 3,TERRAN
89760,Parse,2022537,Diamond 3,TERRAN
89761,bongshoe,10207863,Diamond 3,RANDOM
89762,mokka,1238199,Diamond 3,ZERG
89763,NeoBlade,1285224,Diamond 3,PROTOSS
89764,Roh,866746,Diamond 3,ZERG
89765,Mbuzi,3408165,Diamond 3,TERRAN
89766,Ostkaka,1662702,Diamond 3,PROTOSS
89767,IIIIIIIIIIII,1748404,Diamond 3,ZERG
89768,losmalasuert,10241938,Diamond 3,TERRAN
89769,Margo,5590656,Diamond 3,ZERG
89770,Silver,2449851,Diamond 3,ZERG
89771,DubbSensei,1001393,Diamond 3,PROTOSS
89772,jblx,8703041,Diamond 3,PROTOSS
89773,maxQ,1004426,Diamond 3,PROTOSS
89774,Anacobra,2133620,Diamond 3,RANDOM
89775,BlueFox,10088942,Diamond 3,PROTOSS
89776,KapitanRęka,8052762,Diamond 3,PROTOSS
89777,Chrispher,2254760,Diamond 3,TERRAN
89778,NightKnight,4315197,Diamond 3,TERRAN
89779,MuShu,753347,Diamond 3,TERRAN
89780,ELONTUSK,10221393,Diamond 3,PROTOSS
89781,Snüdehü,7285444,Diamond 3,ZERG
89782,Tiny,218531,Diamond 3,RANDOM
89783,Yzarc,409012,Diamond 3,RANDOM
89784,ExiTeD,3158818,Diamond 3,PROTOSS
89785,DoucheBag,10269012,Diamond 3,TERRAN
89786,RdStorm,2565274,Diamond 3,RANDOM
89787,RESISTE,2083956,Diamond 3,TERRAN
89788,Slavzila,9609406,Diamond 3,ZERG
89789,YanioZ,2981030,Diamond 3,ZERG
89790,Djebb,5449661,Diamond 3,PROTOSS
89791,Zowathraa,3216947,Diamond 3,ZERG
89792,SeeDling,8317932,Diamond 3,TERRAN
89793,Finwych,4118615,Diamond 3,PROTOSS
89794,LoveM,1812211,Diamond 3,ZERG
89795,Fazio,2032439,Diamond 3,TERRAN
89796,ColdTea,8124386,Diamond 3,ZERG
89797,schlumpfi,9869445,Diamond 3,ZERG
89798,Quooo,3899343,Diamond 3,ZERG
89799,Crovax,3701805,Diamond 3,TERRAN
89800,NinEleven,6019429,Diamond 3,ZERG
89801,WiZu,2116640,Diamond 3,PROTOSS
89802,Danya,1637605,Diamond 3,TERRAN
89803,OstrichO,7999023,Diamond 3,PROTOSS
89804,Archmage,9954994,Diamond 3,TERRAN
89805,LikeSmoke,6992311,Diamond 3,PROTOSS
89806,Bizu,6750103,Diamond 3,PROTOSS
89807,ПсихCrazy,1886465,Diamond 3,PROTOSS
89808,Ciniol,2642304,Diamond 3,TERRAN
89809,Enigma,2596087,Diamond 3,ZERG
89810,TazMan,4474040,Diamond 3,RANDOM
89811,IIIIIIIII,40509,Diamond 3,ZERG
89812,Antifake,5355,Diamond 3,TERRAN
89813,Svante,2204974,Diamond 3,TERRAN
89814,vikusha,10058322,Diamond 3,TERRAN
89815,Aryster,1395151,Diamond 3,RANDOM
89816,TheKlye,1601302,Diamond 3,RANDOM
89817,SamusMain,8345920,Diamond 3,TERRAN
89818,Elijor,10278671,Diamond 3,PROTOSS
89819,Пипирка,2332986,Diamond 3,RANDOM
89820,WhiteEagle,1537933,Diamond 3,PROTOSS
89821,Macam,1850568,Diamond 3,TERRAN
89822,MattPike,9959260,Diamond 3,ZERG
89823,Mattfurion,1957531,Diamond 3,PROTOSS
89824,jCsTyLe,3593702,Diamond 3,TERRAN
89825,Lightning,2067724,Diamond 3,ZERG
89826,kompani,733796,Diamond 3,TERRAN
89827,MacroTos,10223962,Diamond 3,PROTOSS
89828,IceMilk,2450992,Diamond 3,ZERG
89829,toko,2501276,Diamond 3,TERRAN
89830,Megawayne,750188,Diamond 3,RANDOM
89831,AkaburRules,10118578,Diamond 3,RANDOM
89832,Stinkyhole,7853662,Diamond 3,PROTOSS
89833,moZol,286411,Diamond 3,TERRAN
89834,Berndi,8138795,Diamond 3,PROTOSS
89835,Snakeair,2015649,Diamond 3,PROTOSS
89836,Goose,3661932,Diamond 3,PROTOSS
89837,tasas,2417744,Diamond 3,TERRAN
89838,MonAmir,1649103,Diamond 3,ZERG
89839,YangHak,7412856,Diamond 3,TERRAN
89840,yanagita,9347839,Diamond 3,TERRAN
89841,Balthazor,2979125,Diamond 3,ZERG
89842,Schmuddeloma,591301,Diamond 3,TERRAN
89843,Osman,7895822,Diamond 3,TERRAN
89844,BingQiLing,10283670,Diamond 3,PROTOSS
89845,LAMULAGA,7586214,Diamond 3,PROTOSS
89846,ToNQ,2266795,Diamond 3,RANDOM
89847,ScIIAvenger,1300208,Diamond 3,ZERG
89848,KOJI,8919645,Diamond 3,ZERG
89849,DampestHippo,7674109,Diamond 3,ZERG
89850,HeavyBoxer,56014,Diamond 3,PROTOSS
89851,misterapple,1764543,Diamond 3,ZERG
89852,IIIIllllIlII,10285995,Diamond 3,TERRAN
89853,Evospin,1784771,Diamond 3,PROTOSS
89854,carrygan,9439579,Diamond 3,TERRAN
89855,Fatherted,446017,Diamond 3,ZERG
89856,Roedie,1370334,Diamond 3,RANDOM
89857,GiFast,8991843,Diamond 3,TERRAN
89858,SoroushVT,10177428,Diamond 3,TERRAN
89859,StepProbe,9624550,Diamond 3,PROTOSS
89860,Suchas,9955237,Diamond 3,PROTOSS
89861,Amoral,1880449,Diamond 3,PROTOSS
89862,MindStorm,635907,Diamond 3,PROTOSS
89863,ScIIAvenger,1300208,Diamond 3,PROTOSS
89864,Wingent,7517196,Diamond 3,TERRAN
89865,rock,7797375,Diamond 3,TERRAN
89866,Doszpi,4824858,Diamond 3,ZERG
89867,KrispyTaco,1597951,Diamond 3,TERRAN
89868,Софья,2052529,Diamond 3,RANDOM
89869,SaintGeorgy,4545969,Diamond 3,ZERG
89870,MaeStro,1887692,Diamond 3,ZERG
89871,ICE,1725056,Diamond 3,RANDOM
89872,Mattes,8992247,Diamond 3,ZERG
89873,Draddy,1535872,Diamond 3,PROTOSS
89874,FuSiOn,1820750,Diamond 3,TERRAN
89875,PetitBolide,2075453,Diamond 3,PROTOSS
89876,patator,435503,Diamond 3,PROTOSS
89877,valza,663374,Diamond 3,ZERG
89878,illumiNation,383315,Diamond 3,PROTOSS
89879,ElGognolo,8881442,Diamond 3,ZERG
89880,BunkerBotox,10282861,Diamond 3,RANDOM
89881,killer,2099757,Diamond 3,TERRAN
89882,ChandlerBing,3837193,Diamond 3,PROTOSS
89883,COREArookie,6540696,Diamond 3,TERRAN
89884,noBap,2126376,Diamond 3,TERRAN
89885,DrAxelWitsel,1382952,Diamond 3,PROTOSS
89886,Seranen,750200,Diamond 3,PROTOSS
89887,FlyneUP,3405695,Diamond 3,PROTOSS
89888,Qwerty,3034861,Diamond 3,PROTOSS
89889,JohnBrown,602682,Diamond 3,PROTOSS
89890,ZugZagZug,1969175,Diamond 3,TERRAN
89891,SincE,4582060,Diamond 3,ZERG
89892,Mahogany,335625,Diamond 3,TERRAN
89893,Mohrk,186932,Diamond 3,RANDOM
89894,PunchLine,115791,Diamond 3,TERRAN
89895,JustMe,2035810,Diamond 3,RANDOM
89896,Dropkick,654114,Diamond 3,RANDOM
89897,Janiak,1875862,Diamond 3,PROTOSS
89898,bobo,643975,Diamond 3,TERRAN
89899,BabboBenny,10089468,Diamond 3,TERRAN
89900,phox,379199,Diamond 3,TERRAN
89901,Sami,10283264,Diamond 3,ZERG
89902,ENJOY,7099089,Diamond 3,PROTOSS
89903,Sanji,2137898,Diamond 3,TERRAN
89904,Kurama,8063825,Diamond 3,RANDOM
89905,БатонСудьбы,9334535,Diamond 3,ZERG
89906,gruchairon,8570019,Diamond 3,PROTOSS
89907,AgentWyvern,1807535,Diamond 3,PROTOSS
89908,TBob,2569594,Diamond 3,RANDOM
89909,ZOM,9225490,Diamond 3,RANDOM
89910,Lerry,507627,Diamond 3,ZERG
89911,NoName,5534829,Diamond 3,ZERG
89912,LOL,2388823,Diamond 3,PROTOSS
89913,AgentJ,6902148,Diamond 3,RANDOM
89914,tsk,10265733,Diamond 3,ZERG
