,Name,playerid,league,FavoriteRace
3136,Tintin,570977,Bronze 1,ZERG
3137,Dyslexicon,2999704,Bronze 1,ZERG
3138,ỈṣḣøẊ,1510419,Bronze 1,ZERG
3139,Angus,3671754,Bronze 1,TERRAN
3140,ilyaBF,9251991,Bronze 1,PROTOSS
3141,Cicollos,9133388,Bronze 1,ZERG
3142,roloTICO,10232524,Bronze 1,TERRAN
3143,Zeus,6202017,Bronze 1,ZERG
3144,HerrDerLinge,1676152,Bronze 1,ZERG
3145,Commander,2057990,Bronze 1,RANDOM
3146,Zakarax,353945,Bronze 1,TERRAN
3147,OneCent,7404643,Bronze 1,PROTOSS
3148,IIIIIIIIIIII,2514086,Bronze 1,ZERG
3149,alexprotasov,493808,Bronze 1,PROTOSS
3150,igor,1462341,Bronze 1,ZERG
3151,Locke,2260046,Bronze 1,PROTOSS
3152,ZtRyAlIe,8984438,Bronze 1,TERRAN
3153,ХХХХХХ,9643205,Bronze 1,TERRAN
3154,Mariman,1089979,Bronze 1,TERRAN
3155,Flex,351156,Bronze 1,TERRAN
3156,Mastermanck,203365,Bronze 1,PROTOSS
3157,igorxenium,1482679,Bronze 1,ZERG
3158,Yanuki,2232435,Bronze 1,PROTOSS
3159,JHINOMAINER,9294113,Bronze 1,TERRAN
3160,Viceroy,8401439,Bronze 1,PROTOSS
3161,Zep,4448747,Bronze 1,ZERG
3162,Speedyblupi,6049543,Bronze 1,PROTOSS
3163,mikroken,9970837,Bronze 1,PROTOSS
3164,PanRudzik,6244781,Bronze 1,ZERG
3165,Duwe,1452757,Bronze 1,RANDOM
3166,San,1487588,Bronze 1,TERRAN
3167,Nordry,2479104,Bronze 1,ZERG
3168,Atlant,10205824,Bronze 1,PROTOSS
3169,csabu,647601,Bronze 1,ZERG
3170,Ugin,9771969,Bronze 1,TERRAN
3171,LEOKEN,9018732,Bronze 1,PROTOSS
3172,LEOKEN,9018732,Bronze 1,ZERG
3173,FeFDragonPL,7070693,Bronze 1,ZERG
3174,abgeschmährt,1154899,Bronze 1,RANDOM
3175,SexParty,276796,Bronze 1,ZERG
3176,PSYCHIATRIST,9283655,Bronze 1,RANDOM
3177,Deity,10108763,Bronze 1,TERRAN
3178,Clonober,1674819,Bronze 1,TERRAN
3179,jassper,9512451,Bronze 1,TERRAN
3180,Fingol,1257628,Bronze 1,TERRAN
3181,Ciceron,626241,Bronze 1,PROTOSS
3182,IIIIIIIIIIII,331563,Bronze 1,ZERG
3183,Regent,1457807,Bronze 1,ZERG
3184,MikleOP,7605171,Bronze 1,ZERG
3185,Кузьма,9976443,Bronze 1,RANDOM
3186,MasterYoda,1944412,Bronze 1,PROTOSS
3187,LrZl,9444578,Bronze 1,ZERG
3188,ПeJlbMeШuk,783665,Bronze 1,PROTOSS
3189,NinjaNico,9673968,Bronze 1,RANDOM
3190,Fingol,1257628,Bronze 1,RANDOM
3191,Mickey,7849104,Bronze 1,ZERG
3192,Cassidy,3167392,Bronze 1,TERRAN
3193,Sasha,18127,Bronze 1,TERRAN
3194,Lulubalu,2193115,Bronze 1,TERRAN
3195,FankO,7364881,Bronze 1,TERRAN
3196,Moe,2196454,Bronze 1,PROTOSS
3197,Andy,5080985,Bronze 1,PROTOSS
3198,FireStarter,853798,Bronze 1,TERRAN
3199,FelkIFai,9588020,Bronze 1,ZERG
3200,anc,9262150,Bronze 1,ZERG
3201,qqqqq,2445368,Bronze 1,ZERG
3202,Lunarius,941864,Bronze 1,RANDOM
3203,OneGraund,9321228,Bronze 1,TERRAN
3204,tarak,2182252,Bronze 1,ZERG
3205,Kalistrat,2036520,Bronze 1,ZERG
3206,VladimirT,834414,Bronze 1,TERRAN
3207,alien,9511501,Bronze 1,PROTOSS
3208,Werhoz,1457929,Bronze 1,ZERG
3209,toxic,8835738,Bronze 1,PROTOSS
3210,IlIlIlIIllIl,1174300,Bronze 1,PROTOSS
3211,ics,9623186,Bronze 1,PROTOSS
3212,PiraMID,6786358,Bronze 1,RANDOM
3213,Conan,3573623,Bronze 1,PROTOSS
3214,qqmA,1873337,Bronze 1,PROTOSS
3215,Asmodan,2951650,Bronze 1,ZERG
3216,raptorUS,354098,Bronze 1,TERRAN
3217,Cleansky,7709923,Bronze 1,TERRAN
3218,RedReaper,9955821,Bronze 1,PROTOSS
3219,ROPredaTOR,3161564,Bronze 1,ZERG
3220,Palpa,10101488,Bronze 1,TERRAN
3221,Galt,6583926,Bronze 1,PROTOSS
3222,Mandarb,2460011,Bronze 1,ZERG
3223,Fredx,6300077,Bronze 1,PROTOSS
3224,broudoudou,406904,Bronze 1,ZERG
3225,PaulGrays,1870327,Bronze 1,PROTOSS
3226,michael,8296662,Bronze 1,ZERG
3227,Whisky,1050200,Bronze 1,TERRAN
3228,papcg,9851409,Bronze 1,ZERG
3229,greg,2268765,Bronze 1,TERRAN
3230,CheshirCat,96466,Bronze 1,TERRAN
3231,TamperOk,2247279,Bronze 1,PROTOSS
3232,абоба,9808292,Bronze 1,TERRAN
3233,SunNinja,734703,Bronze 1,PROTOSS
3234,Maexx,1174243,Bronze 1,ZERG
3235,Gerrit,368299,Bronze 1,TERRAN
3236,flyhighboi,9717197,Bronze 1,TERRAN
3237,naid,748339,Bronze 1,TERRAN
3238,Irulan,4137083,Bronze 1,RANDOM
3239,Terror,943250,Bronze 1,ZERG
3240,Prophet,2230654,Bronze 1,ZERG
3241,MedevilSpawn,10201187,Bronze 1,PROTOSS
3242,Anarch,408305,Bronze 1,TERRAN
3243,Bizarro,525776,Bronze 1,TERRAN
3244,Чародѣй,9846997,Bronze 1,TERRAN
3245,raiden,9328835,Bronze 1,TERRAN
3246,Ferentino,7260012,Bronze 1,ZERG
3247,brkyvz,4405369,Bronze 1,ZERG
3248,andythejerk,668812,Bronze 1,PROTOSS
3249,BIGBUS,1712507,Bronze 1,PROTOSS
3250,DiGrizz,2525257,Bronze 1,PROTOSS
3251,JungleMurzik,10193041,Bronze 1,PROTOSS
3252,Terror,513189,Bronze 1,RANDOM
3253,Jbmono,3521402,Bronze 1,TERRAN
3254,batter,8404404,Bronze 1,PROTOSS
3255,Preyhunter,1803688,Bronze 1,TERRAN
3256,derlobster,743625,Bronze 1,ZERG
3257,Kubinets,92625,Bronze 1,PROTOSS
3258,DENLICH,1108851,Bronze 1,TERRAN
3259,Gollam,5019565,Bronze 1,ZERG
3260,kutkut,2281360,Bronze 1,TERRAN
3261,Rompek,8653628,Bronze 1,ZERG
3262,MrSleep,9779075,Bronze 1,TERRAN
3263,Michaela,2023418,Bronze 1,PROTOSS
3264,Papaschlumpf,4959673,Bronze 1,TERRAN
3265,DautNB,10235483,Bronze 1,PROTOSS
3266,JustLikeSand,9340330,Bronze 1,ZERG
3267,EmotionalDmg,8281576,Bronze 1,TERRAN
3268,Artik,9915801,Bronze 1,PROTOSS
3269,Cavman,4664063,Bronze 1,RANDOM
3270,xPhEniXx,2307469,Bronze 1,ZERG
3271,DraQlla,4187711,Bronze 1,TERRAN
3272,Argus,9869633,Bronze 1,PROTOSS
3273,PiraMID,6786358,Bronze 1,PROTOSS
3274,Zayebe,8464868,Bronze 1,ZERG
3275,Robzki,3909004,Bronze 1,TERRAN
3276,Artjis,4532712,Bronze 1,TERRAN
3277,BalBin,8170881,Bronze 1,TERRAN
3278,YoungKillah,7202305,Bronze 1,PROTOSS
3279,Spectua,2966357,Bronze 1,ZERG
3280,GwrwDsekwrs,2208172,Bronze 1,ZERG
3281,fishystick,7727298,Bronze 1,ZERG
3282,Jebediah,9063912,Bronze 1,TERRAN
3283,saber,1989869,Bronze 1,PROTOSS
3284,dkosmo,6510623,Bronze 1,TERRAN
3285,Sylonion,772575,Bronze 1,ZERG
3286,Benefit,7380758,Bronze 1,ZERG
3287,redeemer,9660150,Bronze 1,ZERG
3288,sheriffen,10212863,Bronze 1,ZERG
3289,Punk,248795,Bronze 1,ZERG
3290,Mushi,9240508,Bronze 1,RANDOM
3291,Evride,1333065,Bronze 1,ZERG
3292,Zayebe,8464868,Bronze 1,RANDOM
3293,Tatysik,480160,Bronze 1,ZERG
3294,stepanik,6663956,Bronze 1,RANDOM
3295,Vanroyan,9623940,Bronze 1,ZERG
3296,Chroma,7750582,Bronze 1,RANDOM
3297,drtruth,2557406,Bronze 1,ZERG
3298,Shrapnel,7332388,Bronze 1,ZERG
3299,DeSmall,337524,Bronze 1,PROTOSS
3300,TasCareaga,9158455,Bronze 1,TERRAN
3301,Stafo,8874704,Bronze 1,PROTOSS
3302,Kawasaki,1245101,Bronze 1,TERRAN
3303,NoXPadOnAk,9608260,Bronze 1,ZERG
3304,WhoCares,2292383,Bronze 1,TERRAN
3305,SeraSimp,1126942,Bronze 1,TERRAN
3306,asd,1535391,Bronze 1,TERRAN
3307,doter,10283177,Bronze 1,TERRAN
3308,baron,10271871,Bronze 1,TERRAN
3309,ics,10231957,Bronze 1,PROTOSS
3310,Slick,8789672,Bronze 1,ZERG
3311,EnsaNe,1593904,Bronze 1,ZERG
3312,RedTee,10297276,Bronze 1,PROTOSS
3313,Fargo,1959366,Bronze 1,ZERG
3314,Synthesis,9753529,Bronze 1,RANDOM
3315,campus,9215761,Bronze 1,ZERG
3316,СлаваУкраїні,2252027,Bronze 1,TERRAN
3317,Adam,9377206,Bronze 1,TERRAN
3318,PycckuuZerg,2299681,Bronze 1,ZERG
3319,Maga,10289384,Bronze 1,ZERG
3320,Wudycool,3195228,Bronze 1,PROTOSS
3321,Sebastien,431458,Bronze 1,RANDOM
3322,Abathoor,8720536,Bronze 1,PROTOSS
3323,smiley,2897325,Bronze 1,ZERG
3324,LePapaAZoran,9668434,Bronze 1,TERRAN
3325,Chesser,9604322,Bronze 1,TERRAN
3326,MaxPro,4272154,Bronze 1,PROTOSS
3327,Svayzemkayt,9494530,Bronze 1,ZERG
3328,MDK,1672393,Bronze 1,ZERG
3329,Nemesis,2783461,Bronze 1,ZERG
3330,NoMorePain,798620,Bronze 1,ZERG
3331,HTRON,7688721,Bronze 1,PROTOSS
3332,Chunkie,957836,Bronze 1,TERRAN
3333,Equalize,9185170,Bronze 1,RANDOM
3334,GoodWalker,1831008,Bronze 1,RANDOM
3335,Nerevarin,9085219,Bronze 1,TERRAN
3336,Krasnalek,8599899,Bronze 1,PROTOSS
3337,FunkyPan,2176803,Bronze 1,TERRAN
3338,jointhedeep,2216614,Bronze 1,ZERG
3339,DaniCts,3024380,Bronze 1,ZERG
3340,Spyge,8011134,Bronze 1,TERRAN
3341,XiJinping,9711676,Bronze 1,ZERG
3342,GES,506184,Bronze 1,TERRAN
3343,SkillsPain,2504460,Bronze 1,TERRAN
3344,gaijin,7534410,Bronze 1,TERRAN
3345,Fake,9083692,Bronze 1,TERRAN
3346,Tamuril,197995,Bronze 1,ZERG
3347,just,9189085,Bronze 1,ZERG
3348,Nithael,1449690,Bronze 1,ZERG
3349,GhostDream,2449954,Bronze 1,TERRAN
3350,SilverCat,8529535,Bronze 1,TERRAN
3351,frAp,4863007,Bronze 1,TERRAN
3352,GGman,7352822,Bronze 1,TERRAN
3353,artur,4692127,Bronze 1,ZERG
3354,Westwood,7705183,Bronze 1,ZERG
3355,ARTORIAS,2217260,Bronze 1,PROTOSS
3356,LotharVII,2777156,Bronze 1,PROTOSS
3357,PsY,7517802,Bronze 1,PROTOSS
3358,Slade,398055,Bronze 1,PROTOSS
3359,TortueHuppée,9956216,Bronze 1,PROTOSS
3360,Ascaro,8874569,Bronze 1,ZERG
3361,Ottchen,9286594,Bronze 1,ZERG
3362,Fron,8476,Bronze 1,TERRAN
3363,Brainiacs,871093,Bronze 1,RANDOM
3364,GazQwerty,1204743,Bronze 1,TERRAN
3365,HampussiXII,8864591,Bronze 1,PROTOSS
3366,gabrey,8011797,Bronze 1,ZERG
3367,SVyaT,2213588,Bronze 1,ZERG
3368,Colabria,1812042,Bronze 1,TERRAN
3369,AFFE,10297407,Bronze 1,TERRAN
3370,Kyslo,7415762,Bronze 1,PROTOSS
3371,Ayower,1896637,Bronze 1,TERRAN
3372,Rince,2193668,Bronze 1,RANDOM
3373,MÓKUS,8456368,Bronze 1,PROTOSS
3374,OutsiderXE,170759,Bronze 1,PROTOSS
3375,ImSoft,4349075,Bronze 1,TERRAN
3376,MCT,1383086,Bronze 1,TERRAN
3377,Yirgachefe,10219917,Bronze 1,ZERG
3378,PsychO,1108611,Bronze 1,ZERG
3379,Loking,428598,Bronze 1,PROTOSS
3380,Mileshe,3589977,Bronze 1,RANDOM
3381,Wudycool,3195228,Bronze 1,RANDOM
3382,Spike,1379131,Bronze 1,RANDOM
3383,Vodynoi,531508,Bronze 1,TERRAN
3384,oOoOoOooOOo,10231627,Bronze 1,TERRAN
3385,AndrzejSzum,7372535,Bronze 1,ZERG
3386,ando,281802,Bronze 1,ZERG
3387,iwan,5561829,Bronze 1,TERRAN
3388,spudbrain,7984333,Bronze 1,ZERG
3389,WishMaru,9587398,Bronze 1,PROTOSS
3390,Sleck,1608179,Bronze 1,ZERG
3391,Nikel,1460644,Bronze 1,TERRAN
3392,OSUUSER,2352460,Bronze 1,TERRAN
3393,Kaillas,5770810,Bronze 1,PROTOSS
3394,Cpbengt,2493491,Bronze 1,TERRAN
3395,Tass,351314,Bronze 1,ZERG
3396,STARLORDJPK,7317910,Bronze 1,TERRAN
3397,PsychO,1108611,Bronze 1,PROTOSS
3398,Dotello,8355010,Bronze 1,PROTOSS
3399,Madafaka,4679296,Bronze 1,TERRAN
3400,molecularman,10121373,Bronze 1,TERRAN
3401,denissava,8884607,Bronze 1,PROTOSS
3402,Falboss,4766400,Bronze 1,ZERG
3403,OktaK,817241,Bronze 1,PROTOSS
3404,kuku,186348,Bronze 1,PROTOSS
3405,EnUU,9889430,Bronze 1,PROTOSS
3406,Elramus,2587118,Bronze 1,PROTOSS
3407,YAN,10094566,Bronze 1,TERRAN
3408,lostone,9377785,Bronze 1,TERRAN
3409,Ruben,370436,Bronze 1,PROTOSS
3410,apuclio,1479603,Bronze 1,TERRAN
3411,llllllllllll,9818283,Bronze 1,TERRAN
3412,GreyWarden,10252828,Bronze 1,ZERG
3413,MoNoMoNo,10204646,Bronze 1,TERRAN
3414,Jabbi,1458347,Bronze 1,RANDOM
3415,daph,1866377,Bronze 1,PROTOSS
3416,Zeldah,3209786,Bronze 1,PROTOSS
3417,kobra,331581,Bronze 1,PROTOSS
3418,Skraldemand,2852722,Bronze 1,ZERG
3419,przoci,9457873,Bronze 1,PROTOSS
3420,voidray,7104673,Bronze 1,PROTOSS
3421,Buratino,1726447,Bronze 1,ZERG
3422,Kinnian,892779,Bronze 1,ZERG
3423,Blurpe,2451829,Bronze 1,PROTOSS
3424,ArtyomSagas,2078427,Bronze 1,PROTOSS
3425,zAgr,323798,Bronze 1,PROTOSS
3426,QUEPUEG,8177436,Bronze 1,ZERG
3427,PhillyWilly,9387434,Bronze 1,TERRAN
3428,KaiUwe,10103474,Bronze 1,PROTOSS
3429,Moroten,8289965,Bronze 1,ZERG
3430,asd,2486053,Bronze 1,PROTOSS
3431,Syte,1706726,Bronze 1,ZERG
3432,Slakar,2781081,Bronze 1,PROTOSS
3433,AsKaiTu,1021898,Bronze 1,PROTOSS
3434,sorryiamlate,1451249,Bronze 1,ZERG
3435,Polidrap,619063,Bronze 1,TERRAN
3436,QQryQ,188150,Bronze 1,PROTOSS
3437,Msyuu,5877435,Bronze 1,ZERG
3438,Vladislav,973138,Bronze 1,PROTOSS
3439,Lasse,9598408,Bronze 1,TERRAN
3440,dNsIMonTy,1419417,Bronze 1,PROTOSS
3441,NeroRedline,328568,Bronze 1,TERRAN
3442,takiinbor,8733300,Bronze 1,TERRAN
3443,SpekhovN,2486929,Bronze 1,TERRAN
3444,Rakot,763036,Bronze 1,PROTOSS
3445,dabas,27876,Bronze 1,PROTOSS
3446,joey,4447961,Bronze 1,PROTOSS
3447,Jędrzej,2336704,Bronze 1,TERRAN
3448,Lars,8447949,Bronze 1,PROTOSS
3449,Niko,5331648,Bronze 1,PROTOSS
3450,FireStar,9255246,Bronze 1,TERRAN
3451,Jembo,44890,Bronze 1,RANDOM
3452,Dimasuours,9953662,Bronze 1,RANDOM
3453,CYBERDAN,9716704,Bronze 1,TERRAN
3454,Kurt,1751427,Bronze 1,PROTOSS
3455,Rastuzio,6246028,Bronze 1,RANDOM
3456,Steph,9605259,Bronze 1,PROTOSS
3457,AZAROTH,9446262,Bronze 1,RANDOM
3458,Rush,2434110,Bronze 1,PROTOSS
3459,LLiLiiLiLLii,2256823,Bronze 1,PROTOSS
3460,Zanderzon,6063440,Bronze 1,TERRAN
3461,NEON,2038021,Bronze 1,PROTOSS
3462,reptinchu,1613008,Bronze 1,ZERG
3463,bosure,790091,Bronze 1,RANDOM
3464,Pallas,1902385,Bronze 1,RANDOM
3465,nebel,9803574,Bronze 1,ZERG
3466,Genesis,5241795,Bronze 1,ZERG
3467,takiinbor,8733300,Bronze 1,PROTOSS
3468,llllllllllll,8450192,Bronze 1,RANDOM
3469,George,5589281,Bronze 1,PROTOSS
3470,DraG,169262,Bronze 1,ZERG
3471,ddd,10220173,Bronze 1,TERRAN
3472,BSticks,221403,Bronze 1,PROTOSS
3473,Inquisitor,2482087,Bronze 1,PROTOSS
3474,kosko,4512808,Bronze 1,TERRAN
3475,Darkgrin,660353,Bronze 1,ZERG
3476,NCRmapper,9474097,Bronze 1,TERRAN
3477,Бездарь,9662011,Bronze 1,RANDOM
3478,akajakob,286568,Bronze 1,ZERG
3479,Konrad,2519220,Bronze 1,PROTOSS
3480,prOxio,679061,Bronze 1,PROTOSS
3481,CapWuzza,1695093,Bronze 1,PROTOSS
3482,moloko,2461745,Bronze 1,PROTOSS
3483,Egzorcysta,8433915,Bronze 1,TERRAN
3484,LeśnyDzban,413738,Bronze 1,PROTOSS
3485,abramchick,9748870,Bronze 1,PROTOSS
3486,Sohu,8699395,Bronze 1,PROTOSS
3487,LLITMAN,6835513,Bronze 1,PROTOSS
3488,MrTock,1963819,Bronze 1,PROTOSS
3489,Freek,1403699,Bronze 1,TERRAN
3490,kobra,331581,Bronze 1,RANDOM
3491,Timuchin,2311873,Bronze 1,PROTOSS
3492,GlolelG,4859133,Bronze 1,TERRAN
3493,IIIIIIIIIIII,5509617,Bronze 1,ZERG
3494,Jędrzej,2336704,Bronze 1,PROTOSS
3495,Jędrzej,2336704,Bronze 1,ZERG
3496,Berraco,5229588,Bronze 1,ZERG
3497,ZhukerMAN,2541151,Bronze 1,RANDOM
3498,Allexc,1462501,Bronze 1,ZERG
3499,Imeral,2448495,Bronze 1,PROTOSS
3500,Stuff,902086,Bronze 1,PROTOSS
3501,deathbringer,2758860,Bronze 1,TERRAN
3502,Hyakutake,4043523,Bronze 1,RANDOM
3503,fedia,2390937,Bronze 1,ZERG
3504,aasdasd,7625067,Bronze 1,PROTOSS
3505,XpaK,1689852,Bronze 1,PROTOSS
3506,kilu,6900058,Bronze 1,TERRAN
3507,Oldguy,9331370,Bronze 1,PROTOSS
3508,jude,6925247,Bronze 1,PROTOSS
3509,Qualkommando,525927,Bronze 1,ZERG
3510,Necross,4493369,Bronze 1,ZERG
3511,ViP,10799,Bronze 1,ZERG
3512,GoGo,2476075,Bronze 1,RANDOM
3513,Ghenya,1719025,Bronze 1,TERRAN
3514,Grosmeuhmeuh,7617227,Bronze 1,TERRAN
3515,mtronicFJ,1261007,Bronze 1,TERRAN
3516,Elrinda,2502371,Bronze 1,ZERG
3517,Guecko,2000881,Bronze 1,ZERG
3518,Ekuld,9594112,Bronze 1,TERRAN
3519,Engelking,5334531,Bronze 1,ZERG
3520,jeanpascal,1950911,Bronze 1,RANDOM
3521,PhosphoLens,9058244,Bronze 1,PROTOSS
3522,Ion,9581867,Bronze 1,TERRAN
3523,AlexTiger,2409568,Bronze 1,TERRAN
3524,JaZZZ,196874,Bronze 1,ZERG
3525,Murlocotam,9052200,Bronze 1,TERRAN
3526,PacTeHue,9373579,Bronze 1,TERRAN
3527,AndrewZ,9231331,Bronze 1,TERRAN
3528,Kikilicious,504960,Bronze 1,ZERG
3529,BirTanikk,7945188,Bronze 1,PROTOSS
3530,bersling,8556723,Bronze 1,ZERG
3531,Yarkules,6712938,Bronze 1,PROTOSS
3532,Schlammi,8371808,Bronze 1,PROTOSS
3533,Bogfoot,7862841,Bronze 1,TERRAN
3534,Yüagn,9300197,Bronze 1,ZERG
3535,Malgannis,4386739,Bronze 1,PROTOSS
3536,Narava,1954809,Bronze 1,ZERG
3537,QeneN,7544911,Bronze 1,PROTOSS
3538,CVDH,2024300,Bronze 1,TERRAN
3539,Chewbacca,1313008,Bronze 1,RANDOM
3540,fRz,97130,Bronze 1,TERRAN
3541,anubarak,1708806,Bronze 1,RANDOM
3542,Tablo,2568950,Bronze 1,ZERG
3543,Foix,10190167,Bronze 1,PROTOSS
3544,Pethorr,379293,Bronze 1,ZERG
3545,Trixy,2070532,Bronze 1,ZERG
3546,Sottocolle,8263954,Bronze 1,ZERG
3547,Valcorn,2252219,Bronze 1,ZERG
3548,WoBang,9046098,Bronze 1,TERRAN
3549,LXBlue,10067491,Bronze 1,TERRAN
3550,FungiSoup,8944254,Bronze 1,TERRAN
3551,Peachy,7341421,Bronze 1,TERRAN
3552,MVA,467955,Bronze 1,ZERG
3553,ludcool,9589245,Bronze 1,ZERG
3554,ROCKNROGUE,624047,Bronze 1,RANDOM
3555,Lelutin,422338,Bronze 1,TERRAN
3556,MasterMind,906068,Bronze 1,ZERG
3557,ExytMe,7818910,Bronze 1,PROTOSS
3558,Fox,2389796,Bronze 1,TERRAN
3559,TheBlade,3402064,Bronze 1,PROTOSS
3560,boss,3907737,Bronze 1,PROTOSS
3561,UmadBro,5783002,Bronze 1,ZERG
3562,inexxt,4666999,Bronze 1,TERRAN
3563,Glenfinan,2048283,Bronze 1,TERRAN
3564,viking,445912,Bronze 1,RANDOM
3565,Кирилл,2337555,Bronze 1,RANDOM
3566,Kuro,3928303,Bronze 1,ZERG
3567,NoBigi,2340305,Bronze 1,ZERG
3568,Gloyk,639040,Bronze 1,PROTOSS
3569,LubieCycki,5553762,Bronze 1,RANDOM
3570,Avilay,1591942,Bronze 1,TERRAN
3571,Arktischer,8219406,Bronze 1,TERRAN
3572,Вован,2139500,Bronze 1,PROTOSS
3573,Pyromancer,8560449,Bronze 1,TERRAN
3574,adas,1985716,Bronze 1,ZERG
3575,Zima,9771548,Bronze 1,TERRAN
3576,brodyaga,1942319,Bronze 1,PROTOSS
3577,Players,1599803,Bronze 1,ZERG
3578,Waaager,9420789,Bronze 1,PROTOSS
3579,Vince,3241905,Bronze 1,TERRAN
3580,Talhoffer,8144975,Bronze 1,PROTOSS
3581,DeSmall,337524,Bronze 1,RANDOM
3582,Паприка,1018463,Bronze 1,TERRAN
3583,Ivon,3391683,Bronze 1,ZERG
3584,juicelink,934826,Bronze 1,PROTOSS
3585,kHRYZTAL,7301165,Bronze 1,ZERG
3586,Витрус,9301994,Bronze 1,ZERG
3587,vlin,8139433,Bronze 1,PROTOSS
3588,Deadend,6714375,Bronze 1,TERRAN
3589,ТвояПсихушка,2483902,Bronze 1,ZERG
3590,TopKek,8787464,Bronze 1,TERRAN
3591,Wiinil,2025509,Bronze 1,ZERG
3592,Slay,8400504,Bronze 1,PROTOSS
3593,bananenko,2193271,Bronze 1,TERRAN
3594,lexys,3888366,Bronze 1,PROTOSS
3595,Syrgak,9498269,Bronze 1,RANDOM
3596,Jolander,2824228,Bronze 1,PROTOSS
3597,bestlover,223455,Bronze 1,TERRAN
3598,ImpRess,2990104,Bronze 1,TERRAN
3599,Bek,9426302,Bronze 1,TERRAN
3600,Odin,274250,Bronze 1,PROTOSS
3601,Xusty,1777585,Bronze 1,TERRAN
3602,STORMBRINGER,7413136,Bronze 1,PROTOSS
3603,RoronoaZorro,9602436,Bronze 1,ZERG
3604,Morgul,9304789,Bronze 1,TERRAN
3605,Unkh,7819761,Bronze 1,TERRAN
3606,Siren,4104277,Bronze 1,PROTOSS
3607,DarkMoli,1857760,Bronze 1,ZERG
3608,Pacselly,1417894,Bronze 1,RANDOM
3609,Dracool,213570,Bronze 1,TERRAN
3610,Nungwiman,462164,Bronze 1,ZERG
3611,kokopop,5021074,Bronze 1,ZERG
3612,Sheller,294858,Bronze 1,TERRAN
3613,Shrunkai,6252030,Bronze 1,TERRAN
3614,PhobosX,8375878,Bronze 1,TERRAN
3615,Drocky,7920694,Bronze 1,TERRAN
3616,Bonozio,720027,Bronze 1,PROTOSS
3617,JoeBiden,9729411,Bronze 1,TERRAN
3618,Pain,8879986,Bronze 1,ZERG
3619,eeleel,2368268,Bronze 1,TERRAN
3620,Naktul,5476476,Bronze 1,TERRAN
3621,SirWinAlot,3715311,Bronze 1,RANDOM
3622,tonyj,806860,Bronze 1,TERRAN
3623,sergo,2383148,Bronze 1,TERRAN
3624,СТАС,1972802,Bronze 1,ZERG
3625,ALLOCRSACAF,1847724,Bronze 1,PROTOSS
3626,Basamel,4093163,Bronze 1,ZERG
3627,Reliance,10231556,Bronze 1,PROTOSS
3628,piosch,297739,Bronze 1,ZERG
3629,Marlito,4943387,Bronze 1,ZERG
3630,YourMom,288866,Bronze 1,TERRAN
3631,Enric,7556230,Bronze 1,ZERG
3632,Lama,1817091,Bronze 1,PROTOSS
3633,Namespace,3374899,Bronze 1,PROTOSS
3634,Кипятильник,2007257,Bronze 1,TERRAN
3635,Grediwe,8095330,Bronze 1,ZERG
3636,StarVoyager,2253768,Bronze 1,RANDOM
3637,Priorita,4171986,Bronze 1,PROTOSS
3638,SpeZi,2216220,Bronze 1,TERRAN
3639,FireLag,4533438,Bronze 1,TERRAN
3640,Zacke,4162040,Bronze 1,PROTOSS
3641,Slayn,325982,Bronze 1,PROTOSS
3642,Kay,2519133,Bronze 1,TERRAN
3643,noob,10209375,Bronze 1,PROTOSS
3644,XTMBX,1546673,Bronze 1,RANDOM
3645,roran,8913300,Bronze 1,PROTOSS
3646,Seba,8880888,Bronze 1,RANDOM
3647,Regis,535937,Bronze 1,PROTOSS
3648,Wazza,1788622,Bronze 1,PROTOSS
3649,RoyBamboo,4164282,Bronze 1,PROTOSS
3650,kokdad,5360981,Bronze 1,TERRAN
3651,Webu,4252003,Bronze 1,ZERG
3652,Baptistebar,8724732,Bronze 1,PROTOSS
3653,ZAEBIEC,1321223,Bronze 1,ZERG
3654,StEfAnUs,2113057,Bronze 1,ZERG
3655,PhantomKI,4356230,Bronze 1,RANDOM
3656,Borek,2019615,Bronze 1,PROTOSS
3657,WorldBest,3444546,Bronze 1,RANDOM
3658,Ferox,2217093,Bronze 1,PROTOSS
3659,warsus,9010531,Bronze 1,TERRAN
3660,DarKkeN,1588940,Bronze 1,TERRAN
3661,Higgins,7658517,Bronze 1,PROTOSS
3662,IIIIIIIIIIII,9244026,Bronze 1,ZERG
3663,JaKuboPrvy,9138475,Bronze 1,ZERG
3664,Аякамушка,2040218,Bronze 1,ZERG
3665,HumanKyle,7645977,Bronze 1,ZERG
3666,NeiT,9828257,Bronze 1,ZERG
3667,TheDiktors,9062078,Bronze 1,PROTOSS
3668,MAKAP,58218,Bronze 1,ZERG
3669,forgit,4074312,Bronze 1,TERRAN
3670,Melch,9754161,Bronze 1,ZERG
3671,HumanKyle,7645977,Bronze 1,PROTOSS
3672,Dimon,1809669,Bronze 1,PROTOSS
3673,Amila,4020205,Bronze 1,PROTOSS
3674,RoyBamboo,4164282,Bronze 1,TERRAN
3675,OSIRIS,9156591,Bronze 1,PROTOSS
3676,Kirby,9340173,Bronze 1,TERRAN
3677,Stroompa,407814,Bronze 1,PROTOSS
3678,astrocam,3440575,Bronze 1,ZERG
3679,teranid,8901115,Bronze 1,PROTOSS
3680,stroggos,1047179,Bronze 1,ZERG
3681,Lanelex,2102812,Bronze 1,TERRAN
