,0,1,2,3
825,247415,Diamond,2,eu
826,248162,Diamond,2,eu
827,248132,Diamond,2,eu
828,248781,Diamond,2,eu
829,246928,Diamond,3,eu
830,247607,Diamond,3,eu
831,247466,Diamond,3,eu
832,248236,Diamond,3,eu
833,248146,Diamond,3,eu
834,248700,Diamond,3,eu
835,248857,Diamond,3,eu
836,248315,Diamond,3,eu
837,247069,Diamond,3,eu
838,247704,Diamond,3,eu
839,247874,Diamond,3,eu
840,248875,Diamond,3,eu
841,248448,Diamond,3,eu
842,247297,Diamond,3,eu
843,247780,Diamond,3,eu
844,247692,Diamond,3,eu
845,247571,Diamond,3,eu
846,247441,Diamond,3,eu
847,248117,Diamond,3,eu
848,247986,Diamond,3,eu
849,247831,Diamond,3,eu
850,248557,Diamond,3,eu
851,248829,Diamond,3,eu
852,248399,Diamond,3,eu
853,247172,Diamond,3,eu
854,247793,Diamond,3,eu
855,247640,Diamond,3,eu
856,247539,Diamond,3,eu
857,247453,Diamond,3,eu
858,248225,Diamond,3,eu
859,248056,Diamond,3,eu
860,247974,Diamond,3,eu
861,248644,Diamond,3,eu
862,248841,Diamond,3,eu
863,247368,Diamond,3,eu
864,247550,Diamond,3,eu
865,247416,Diamond,3,eu
866,248073,Diamond,3,eu
867,247808,Diamond,3,eu
868,248524,Diamond,3,eu
869,247382,Diamond,3,eu
870,247252,Diamond,3,eu
871,247046,Diamond,3,eu
872,247767,Diamond,3,eu
873,247725,Diamond,3,eu
874,247428,Diamond,3,eu
875,248034,Diamond,3,eu
876,247941,Diamond,3,eu
877,248607,Diamond,3,eu
878,248511,Diamond,3,eu
879,248373,Diamond,3,eu
880,247349,Diamond,3,eu
881,247109,Diamond,3,eu
882,246994,Diamond,3,eu
883,247747,Diamond,3,eu
884,247629,Diamond,3,eu
885,247394,Diamond,3,eu
886,248170,Diamond,3,eu
887,248048,Diamond,3,eu
888,247889,Diamond,3,eu
889,248888,Diamond,3,eu
890,248336,Diamond,3,eu
891,247331,Diamond,3,eu
892,247118,Diamond,3,eu
893,247508,Diamond,3,eu
894,247407,Diamond,3,eu
895,248253,Diamond,3,eu
896,248128,Diamond,3,eu
897,248021,Diamond,3,eu
898,247906,Diamond,3,eu
899,248711,Diamond,3,eu
900,248471,Diamond,3,eu
901,248801,Diamond,3,eu
902,247336,Diamond,3,eu
903,247238,Diamond,3,eu
904,247087,Diamond,3,eu
905,247720,Diamond,3,eu
906,248264,Diamond,3,eu
907,248137,Diamond,3,eu
908,247860,Diamond,3,eu
909,248723,Diamond,3,eu
910,248591,Diamond,3,eu
911,248550,Diamond,3,eu
912,248424,Diamond,3,eu
913,248326,Diamond,3,eu
914,248816,Diamond,3,eu
915,247310,Diamond,3,eu
916,247204,Diamond,3,eu
917,247665,Diamond,3,eu
918,247586,Diamond,3,eu
919,247477,Diamond,3,eu
920,248213,Diamond,3,eu
921,248102,Diamond,3,eu
922,247996,Diamond,3,eu
923,247839,Diamond,3,eu
924,248668,Diamond,3,eu
925,248434,Diamond,3,eu
926,248282,Diamond,3,eu
927,248777,Diamond,3,eu
928,247320,Diamond,3,eu
929,247215,Diamond,3,eu
930,247680,Diamond,3,eu
931,247435,Diamond,3,eu
932,247948,Diamond,3,eu
933,247851,Diamond,3,eu
934,248682,Diamond,3,eu
935,248303,Diamond,3,eu
936,248790,Diamond,3,eu
937,247273,Diamond,3,eu
938,247193,Diamond,3,eu
939,247058,Diamond,3,eu
940,247753,Diamond,3,eu
941,247559,Diamond,3,eu
942,248180,Diamond,3,eu
943,248094,Diamond,3,eu
944,247961,Diamond,3,eu
945,247820,Diamond,3,eu
946,248535,Diamond,3,eu
947,248409,Diamond,3,eu
948,247284,Diamond,3,eu
949,247145,Diamond,3,eu
950,247654,Diamond,3,eu
951,247620,Diamond,3,eu
