,Name,playerid,league,FavoriteRace
2716,AnnieRUOkay,6931100,Platinum 3,ZERG
2717,spyder,7279891,Platinum 3,RANDOM
2718,잇힝,3822829,Platinum 3,ZERG
2719,cckk,7637365,Platinum 3,ZERG
2720,小憨憨,1108119,Platinum 3,ZERG
2721,Asylum,7163142,Platinum 3,PROTOSS
2722,遭了是生殖器官,193078,Platinum 3,TERRAN
2723,곰표,3102197,Platinum 3,ZERG
2724,인간태풍,5350808,Platinum 3,PROTOSS
2725,IlIlIlIlIlIl,4600849,Platinum 3,ZERG
2726,kisskiki,6772874,Platinum 3,PROTOSS
2727,IIIIIIIIIIII,7359824,Platinum 3,TERRAN
2728,Zeon,723285,Platinum 3,TERRAN
2729,은해성,5903941,Platinum 3,TERRAN
2730,더불어함께,1398906,Platinum 3,RANDOM
2731,가즈아,4715765,Platinum 3,ZERG
2732,lcfino,7179915,Platinum 3,ZERG
2733,魂轄零闊魆,7588561,Platinum 3,TERRAN
2734,YUKIKryptos,6982505,Platinum 3,ZERG
2735,FKTOL,7500426,Platinum 3,ZERG
2736,짱개는패는개맛,975356,Platinum 3,TERRAN
2737,狂洗澡的戰士,391213,Platinum 3,ZERG
2738,evasakura,1723246,Platinum 3,ZERG
2739,scv,3944243,Platinum 3,TERRAN
2740,최강석대,1513012,Platinum 3,PROTOSS
2741,newbie,7610211,Platinum 3,PROTOSS
2742,GGmaker,4607425,Platinum 3,PROTOSS
2743,Lox,6046254,Platinum 3,RANDOM
2744,llllllllllll,3230642,Platinum 3,RANDOM
2745,早安阿早安阿,6976653,Platinum 3,TERRAN
2746,Nothing,3655953,Platinum 3,TERRAN
2747,SANMAR,4199500,Platinum 3,TERRAN
2748,NMinh,4581906,Platinum 3,ZERG
2749,pasta,1045382,Platinum 3,ZERG
2750,WhitePutin,7187426,Platinum 3,TERRAN
2751,Zkang,5937266,Platinum 3,ZERG
2752,IIIIIIIIIIII,7568527,Platinum 3,ZERG
2753,수야,5219547,Platinum 3,PROTOSS
2754,Zap,7221114,Platinum 3,PROTOSS
2755,애플,5525289,Platinum 3,ZERG
2756,제주도푸른밤,7484948,Platinum 3,TERRAN
2757,딧션,121931,Platinum 3,PROTOSS
2758,포자촉수너무야해,4887578,Platinum 3,PROTOSS
2759,밍코니,7372068,Platinum 3,TERRAN
2760,Saga,541138,Platinum 3,TERRAN
2761,amy,7452529,Platinum 3,ZERG
2762,EdgeRunners,4596944,Platinum 3,TERRAN
2763,哈皮酒馆,7590981,Platinum 3,ZERG
2764,yann,4216631,Platinum 3,TERRAN
2765,평정,7168188,Platinum 3,PROTOSS
2766,VincentS,6430065,Platinum 3,TERRAN
2767,Freude,5012898,Platinum 3,TERRAN
2768,무패왕이태식,7268268,Platinum 3,RANDOM
2769,jjanghan,3608516,Platinum 3,PROTOSS
2770,Fiflooo,5229740,Platinum 3,TERRAN
2771,lIlIlIllIlIl,7254985,Platinum 3,TERRAN
2772,키라요시카게,1679239,Platinum 3,TERRAN
2773,kaix,7626073,Platinum 3,PROTOSS
2774,아아,3238108,Platinum 3,PROTOSS
2775,무한시화,7520249,Platinum 3,RANDOM
2776,llllllllllll,731435,Platinum 3,RANDOM
2777,차기바코드,5221895,Platinum 3,TERRAN
2778,黑黑,6066592,Platinum 3,TERRAN
2779,글룸달클리치,253145,Platinum 3,TERRAN
2780,애미씨바,7169042,Platinum 3,TERRAN
2781,HongKongFree,7478812,Platinum 3,TERRAN
2782,JINSUS,5098441,Platinum 3,PROTOSS
2783,Atlas,1757189,Platinum 3,TERRAN
2784,HighFlux,1545418,Platinum 3,TERRAN
2785,DrWade,784286,Platinum 3,TERRAN
2786,Bogie,923724,Platinum 3,PROTOSS
2787,하하하하,3396343,Platinum 3,RANDOM
2788,qkrchdhs,648034,Platinum 3,ZERG
2789,커플부대,4487440,Platinum 3,PROTOSS
2790,Haksoo,5661603,Platinum 3,ZERG
2791,AAA,3303962,Platinum 3,TERRAN
2792,毀滅降臨,919759,Platinum 3,TERRAN
2793,GRAVITY,4391773,Platinum 3,ZERG
2794,TheBlue,2797115,Platinum 3,TERRAN
2795,KYO,2716985,Platinum 3,TERRAN
2796,sam,5292392,Platinum 3,PROTOSS
2797,皮皮,116439,Platinum 3,TERRAN
2798,DABO,7604222,Platinum 3,TERRAN
2799,기라티나,5673886,Platinum 3,TERRAN
2800,stuck,2341698,Platinum 3,TERRAN
2801,달나라테란,5959807,Platinum 3,TERRAN
2802,BeatMan,1970811,Platinum 3,ZERG
2803,천사의한,3938011,Platinum 3,RANDOM
2804,starto,1735772,Platinum 3,TERRAN
2805,레전드,4657466,Platinum 3,PROTOSS
2806,llllllllllll,7084323,Platinum 3,PROTOSS
2807,Inverse,2797267,Platinum 3,ZERG
2808,알래스카불곰,4733678,Platinum 3,TERRAN
2809,GameArtist,7518480,Platinum 3,TERRAN
2810,김치왕자,591068,Platinum 3,ZERG
2811,Wukong,1284027,Platinum 3,ZERG
2812,xGothic,85592,Platinum 3,RANDOM
2813,제주호올스,5573230,Platinum 3,TERRAN
2814,스타족망겜,5259527,Platinum 3,PROTOSS
2815,고전오락,3473051,Platinum 3,PROTOSS
2816,고양이거북,7499785,Platinum 3,PROTOSS
2817,심신,5218975,Platinum 3,TERRAN
2818,Slownsteady,6343631,Platinum 3,PROTOSS
2819,아리,4284799,Platinum 3,PROTOSS
2820,반올림해서맨정신,515453,Platinum 3,PROTOSS
2821,통감자,1104710,Platinum 3,ZERG
2822,robber,697708,Platinum 3,ZERG
2823,각구,2722376,Platinum 3,TERRAN
2824,이사카,5173322,Platinum 3,ZERG
2825,기라티나,5673886,Platinum 3,PROTOSS
2826,TonyNICE,855820,Platinum 3,TERRAN
2827,IIIIIIIIIIII,7249141,Platinum 3,ZERG
2828,유튜브연습생레우,295368,Platinum 3,ZERG
2829,IMVIP,3842001,Platinum 3,RANDOM
2830,으꺙지,7228036,Platinum 3,TERRAN
2831,黑白兩色,7095545,Platinum 3,TERRAN
2832,싱아,4818190,Platinum 3,PROTOSS
2833,제임슨리,493689,Platinum 3,PROTOSS
2834,JeremyBerimy,7542738,Platinum 3,RANDOM
2835,KetchupZerg,5943814,Platinum 3,ZERG
2836,parkhuhu,6905516,Platinum 3,ZERG
2837,XiaoSong,1228081,Platinum 3,PROTOSS
2838,헐크마니아,1053194,Platinum 3,ZERG
2839,노홍승,7365620,Platinum 3,TERRAN
2840,yuchunhung,377955,Platinum 3,ZERG
2841,Gary,866407,Platinum 3,PROTOSS
2842,포항장어,4546369,Platinum 3,TERRAN
2843,기도남,3963810,Platinum 3,ZERG
2844,Artur,7017585,Platinum 3,RANDOM
2845,미나미리오나,2595826,Platinum 3,TERRAN
2846,띵규박사,5889062,Platinum 3,ZERG
2847,뭐야이건,1764228,Platinum 3,TERRAN
2848,티모충의시련기,4857191,Platinum 3,RANDOM
2849,jaar,7413283,Platinum 3,ZERG
2850,스타워즈,192687,Platinum 3,TERRAN
2851,SiRiUS,5157572,Platinum 3,PROTOSS
2852,민준짱,2528060,Platinum 3,PROTOSS
2853,IlIlIlIlIlIl,3406750,Platinum 3,TERRAN
2854,lllllllIIIll,3882662,Platinum 3,TERRAN
2855,포자촉수너무야해,4887578,Platinum 3,TERRAN
2856,지지베베,7258537,Platinum 3,TERRAN
2857,fkd,4934905,Platinum 3,TERRAN
2858,손정창,3424885,Platinum 3,ZERG
2859,StinkyGuppy,4268041,Platinum 3,ZERG
2860,Crylee,5172959,Platinum 3,RANDOM
2861,쌈아치,85541,Platinum 3,RANDOM
2862,Roller,1426607,Platinum 3,ZERG
2863,Roller,1426607,Platinum 3,ZERG
2864,한구기,2395836,Platinum 3,TERRAN
2865,NotABarcode,7546531,Platinum 3,PROTOSS
2866,chuchu,1422192,Platinum 3,ZERG
2867,Hkiller,607034,Platinum 3,ZERG
2868,fairplay,2207888,Platinum 3,PROTOSS
2869,마린보이,3834973,Platinum 3,PROTOSS
2870,FDGs,3931653,Platinum 3,ZERG
2871,옥자,7569824,Platinum 3,ZERG
2872,IIIIIIIIIIII,215862,Platinum 3,PROTOSS
2873,래툰,5819578,Platinum 3,ZERG
2874,내가진레이너,3569092,Platinum 3,ZERG
2875,더운가스,1014502,Platinum 3,PROTOSS
2876,동쪽의별,4454855,Platinum 3,PROTOSS
2877,now,7076586,Platinum 3,TERRAN
2878,Aristoryes,1276258,Platinum 3,TERRAN
2879,화살킴,1751039,Platinum 3,TERRAN
2880,아탈란타,7348791,Platinum 3,TERRAN
2881,불꽃,2203697,Platinum 3,TERRAN
2882,PepsiCola,5420612,Platinum 3,TERRAN
2883,해병이,3299192,Platinum 3,PROTOSS
2884,gast,7031718,Platinum 3,PROTOSS
2885,광자포러쉬하지마,282371,Platinum 3,TERRAN
2886,싸스는개잘생김,2169229,Platinum 3,RANDOM
2887,Sally,6399462,Platinum 3,PROTOSS
2888,Material,7547454,Platinum 3,PROTOSS
2889,XXXKalmanXXX,1490178,Platinum 3,RANDOM
2890,민웅,4291777,Platinum 3,ZERG
2891,민웅,4291777,Platinum 3,ZERG
2892,패스에이더,6943562,Platinum 3,TERRAN
2893,패스에이더,6943562,Platinum 3,ZERG
2894,고시생,1519516,Platinum 3,PROTOSS
2895,ShiiNO,4203897,Platinum 3,ZERG
2896,sinjai,1200625,Diamond 1,TERRAN
2897,Jayxp,4425514,Diamond 1,TERRAN
2898,lIlIlIlIlllI,4057203,Diamond 1,PROTOSS
2899,우주게이히맨,4350721,Diamond 1,PROTOSS
2900,llllllllllll,3120159,Diamond 1,TERRAN
2901,llllllllllll,5161958,Diamond 1,PROTOSS
2902,KaloCoco,1588959,Diamond 1,PROTOSS
2903,장방울방울,1517594,Diamond 1,TERRAN
2904,xiaoxin,7080016,Diamond 1,TERRAN
2905,재범이긔,1135513,Diamond 1,ZERG
2906,llllllllllll,1414703,Diamond 1,TERRAN
2907,IIIIIIIIIIII,7617815,Diamond 1,TERRAN
2908,llllllllllll,6080720,Diamond 1,TERRAN
2909,llllllllllll,1185257,Diamond 1,TERRAN
2910,ENE,5886049,Diamond 1,TERRAN
2911,llllllllllll,412869,Diamond 1,TERRAN
2912,llllllllllll,5227850,Diamond 1,PROTOSS
2913,ProteinShake,4584167,Diamond 1,ZERG
2914,Stroke,6914846,Diamond 1,ZERG
2915,불곰,925997,Diamond 1,TERRAN
2916,rfrf,1647209,Diamond 1,TERRAN
2917,감자진흙,7079922,Diamond 1,PROTOSS
2918,타카츠키,6058492,Diamond 1,ZERG
2919,Osiris,4176657,Diamond 1,TERRAN
2920,Osiris,4176657,Diamond 1,TERRAN
2921,LothricSword,7641196,Diamond 1,ZERG
2922,Yukawa,1680499,Diamond 1,PROTOSS
2923,IRISnine,1085579,Diamond 1,ZERG
2924,Uriver,2258145,Diamond 1,PROTOSS
2925,DreamList,1331055,Diamond 1,TERRAN
2926,韓國魚吃嬾,990410,Diamond 1,TERRAN
2927,IIlIlIlllIII,3367852,Diamond 1,TERRAN
2928,Saying,801920,Diamond 1,TERRAN
2929,SoH,6186179,Diamond 1,PROTOSS
2930,EkEkDlRtjS,4442409,Diamond 1,RANDOM
2931,조지현사랑해요,919194,Diamond 1,TERRAN
2932,복강현,3478558,Diamond 1,PROTOSS
2933,DraGon,2301644,Diamond 1,TERRAN
2934,SlowLy,3949454,Diamond 1,PROTOSS
2935,Hong,3525796,Diamond 1,ZERG
2936,Monster,1702226,Diamond 1,ZERG
2937,IIIIIIIIIIII,1621152,Diamond 1,TERRAN
2938,HistMoriyako,5881735,Diamond 1,PROTOSS
2939,IIIIIIIIIIII,6134516,Diamond 1,PROTOSS
2940,kimme,399684,Diamond 1,TERRAN
2941,无尽界主,7420502,Diamond 1,ZERG
2942,全面消費不論死活,1703329,Diamond 1,TERRAN
2943,ProXy,5457926,Diamond 1,PROTOSS
2944,Rain,7385955,Diamond 1,PROTOSS
2945,원숭이,480494,Diamond 1,RANDOM
2946,대성욱,5376758,Diamond 1,TERRAN
2947,문재인,653549,Diamond 1,ZERG
2948,RTSrategy,7196771,Diamond 1,TERRAN
2949,羅慕路斯,992881,Diamond 1,RANDOM
2950,페코라,6669278,Diamond 1,PROTOSS
2951,IIIIIIIIIIII,7179739,Diamond 1,TERRAN
2952,하앙,5299188,Diamond 1,PROTOSS
2953,Platinum,7207550,Diamond 1,PROTOSS
2954,IIIIIIIIIIII,7585306,Diamond 1,PROTOSS
2955,DreamList,1331055,Diamond 1,RANDOM
2956,IIIIIIIII,5753011,Diamond 1,PROTOSS
2957,做夢哥,742854,Diamond 1,RANDOM
2958,Aires,2968216,Diamond 1,TERRAN
2959,JuNa,2968467,Diamond 1,TERRAN
2960,Apocalypse,6374637,Diamond 1,PROTOSS
2961,조지현사랑해요,919194,Diamond 1,ZERG
2962,ReadMyClan,1720322,Diamond 1,PROTOSS
2963,lIllIlIlIlII,5031946,Diamond 1,TERRAN
2964,Osiris,100363,Diamond 1,TERRAN
2965,ShowMaker,4111811,Diamond 1,ZERG
2966,台女,7238090,Diamond 1,PROTOSS
2967,리중딱,6236175,Diamond 1,PROTOSS
2968,Hate,2623979,Diamond 1,TERRAN
2969,심상정,2825707,Diamond 1,PROTOSS
2970,존망겜타투,1311763,Diamond 1,TERRAN
2971,로리토끼,4302135,Diamond 1,PROTOSS
2972,QueenOfBlade,4209584,Diamond 1,PROTOSS
2973,왜란종결자,2670126,Diamond 1,ZERG
2974,用腳玩專業帳號,942269,Diamond 1,PROTOSS
2975,space,3605128,Diamond 1,TERRAN
2976,IllIIIllllII,950543,Diamond 1,PROTOSS
2977,這是你好是個帥哥,1398280,Diamond 1,TERRAN
2978,llIIlIIllIlI,6645622,Diamond 1,TERRAN
2979,能劍怪物元八荒,189011,Diamond 1,PROTOSS
2980,벨제뷔트,3068263,Diamond 1,ZERG
2981,NewStar,2628036,Diamond 1,RANDOM
2982,FlowerRain,3722072,Diamond 1,PROTOSS
2983,narrative,4266687,Diamond 1,TERRAN
2984,낭만저그,4844849,Diamond 1,ZERG
2985,삐용삐용,1345407,Diamond 1,PROTOSS
2986,八雲紫,7143285,Diamond 1,TERRAN
2987,llllllllllll,1414703,Diamond 1,PROTOSS
2988,IMnsetcoffee,875760,Diamond 1,TERRAN
2989,jumppigeon,1601770,Diamond 1,ZERG
2990,nash,1238462,Diamond 1,TERRAN
2991,ZoDiAc,575769,Diamond 1,PROTOSS
2992,OverMind,3265098,Diamond 1,ZERG
2993,오십번가나그네,2127064,Diamond 1,ZERG
2994,TYTY,4472023,Diamond 1,TERRAN
2995,llllllllllll,2769360,Diamond 1,ZERG
2996,imMortal,621638,Diamond 1,ZERG
2997,링링,3869123,Diamond 1,ZERG
2998,Jane,4448429,Diamond 1,ZERG
2999,NEET,4277462,Diamond 1,ZERG
3000,BruceLee,469703,Diamond 1,ZERG
3001,민족사관고등학생,7626934,Diamond 1,RANDOM
3002,Apollon,2679000,Diamond 1,PROTOSS
3003,血汗影視人,1105624,Diamond 1,TERRAN
3004,melonsoda,4768238,Diamond 1,TERRAN
3005,belalabella,7402641,Diamond 1,ZERG
3006,GArasi,148908,Diamond 1,PROTOSS
3007,원할머니보고쌈,601462,Diamond 1,PROTOSS
3008,lIlllIIlIIlI,323507,Diamond 1,ZERG
3009,IIIIIIIII,7419031,Diamond 1,PROTOSS
3010,llllllllllll,6412151,Diamond 1,ZERG
3011,llllllllllll,5227850,Diamond 1,ZERG
3012,IIIIIIIIIIII,2345812,Diamond 1,TERRAN
3013,llllllllllll,2533981,Diamond 1,TERRAN
3014,IIIIIIIIIIII,907464,Diamond 1,TERRAN
3015,hirekui,4383136,Diamond 1,TERRAN
3016,유령은멋져,1143041,Diamond 1,TERRAN
3017,artboxer,199147,Diamond 1,PROTOSS
3018,기본기연습,5861828,Diamond 1,PROTOSS
3019,llllllllllll,1738431,Diamond 1,ZERG
3020,Protoss,4788102,Diamond 1,PROTOSS
3021,Mynasty,170521,Diamond 1,RANDOM
3022,Walakupanalo,7017631,Diamond 1,ZERG
3023,오묵,7152998,Diamond 1,PROTOSS
3024,KingDomGlorY,6349144,Diamond 1,TERRAN
3025,SLuTiNNeihu,907064,Diamond 1,RANDOM
3026,감잃은사람,5029979,Diamond 1,TERRAN
3027,나정연,2226330,Diamond 1,PROTOSS
3028,여포,4334615,Diamond 1,ZERG
3029,llllllllllll,6147586,Diamond 1,TERRAN
3030,차현재,4327673,Diamond 1,PROTOSS
3031,Symphony,4656127,Diamond 1,ZERG
3032,用蟑螂把妹,890326,Diamond 1,ZERG
3033,llllllllllll,4667887,Diamond 1,TERRAN
3034,SlowLy,3949454,Diamond 1,TERRAN
3035,EkEkDlRtjS,4442409,Diamond 1,TERRAN
3036,Ghost,7596366,Diamond 1,TERRAN
3037,IIIIIIIII,5880585,Diamond 1,PROTOSS
3038,Outnovation,7553736,Diamond 1,PROTOSS
3039,IIIIIIIIIIII,3163258,Diamond 1,PROTOSS
3040,llllllllllll,6412151,Diamond 1,RANDOM
3041,Gamu,4958087,Diamond 1,TERRAN
3042,짹이,893147,Diamond 1,ZERG
3043,잡레이너,2889616,Diamond 1,TERRAN
3044,쿠쿠젝,5435424,Diamond 1,PROTOSS
3045,llllllllllll,7316240,Diamond 1,ZERG
3046,전역하는사람,4640024,Diamond 1,TERRAN
3047,unlimited,3754918,Diamond 1,TERRAN
3048,ignore,1834650,Diamond 1,TERRAN
3049,阿尔道夫的秋天,1106119,Diamond 1,PROTOSS
3050,IIIIIIIIIIII,7085229,Diamond 1,TERRAN
3051,llllllllllll,7586404,Diamond 1,PROTOSS
3052,lIlIlIlIlIlI,7083029,Diamond 1,RANDOM
3053,IIIIIIIIII,7361440,Diamond 1,PROTOSS
3054,Yee,990304,Diamond 1,ZERG
3055,SCV,1867897,Diamond 1,PROTOSS
3056,lIIIIIIIIl,7462169,Diamond 1,RANDOM
3057,Shilin,7224534,Diamond 1,TERRAN
3058,karaDebiti,3820516,Diamond 1,ZERG
3059,llllllllllll,7141697,Diamond 1,TERRAN
3060,梁家河扛麦第一人,5763992,Diamond 1,PROTOSS
3061,TPZ,4097050,Diamond 1,PROTOSS
3062,Martin,6950213,Diamond 1,PROTOSS
3063,PandoRa,7486552,Diamond 1,TERRAN
3064,LastStar,6547284,Diamond 1,PROTOSS
3065,IntoTheMage,1330078,Diamond 1,TERRAN
3066,lllllllllll,7608530,Diamond 1,TERRAN
3067,AcchanSiriuS,935237,Diamond 1,PROTOSS
3068,펩시부먹민트초코,4059619,Diamond 1,RANDOM
3069,Nine,7118452,Diamond 1,TERRAN
3070,김은정자,4053770,Diamond 1,TERRAN
3071,ChusenKiiler,1644379,Diamond 1,PROTOSS
3072,llllllllllll,4864640,Diamond 1,TERRAN
3073,오천,579573,Diamond 1,PROTOSS
3074,Probius,5237304,Diamond 1,RANDOM
3075,스완,5238450,Diamond 1,PROTOSS
3076,육식남,5286705,Diamond 1,RANDOM
3077,육식남,5286705,Diamond 1,RANDOM
3078,llllllllllll,5890519,Diamond 1,ZERG
3079,llllllllllll,942616,Diamond 1,ZERG
3080,llllllllllll,7394575,Diamond 1,PROTOSS
3081,爆爆鮮奶茶,1568971,Diamond 1,TERRAN
3082,twinkle,7432006,Diamond 1,PROTOSS
3083,RakShir,5247484,Diamond 1,TERRAN
3084,미친불곰,1118160,Diamond 1,RANDOM
3085,IIIIIIIIIIII,7429836,Diamond 1,ZERG
3086,诛心之痛以纪荣光,7212516,Diamond 1,TERRAN
3087,IIIIIIIIIIII,6134516,Diamond 1,ZERG
3088,驻韩美军,7104933,Diamond 1,PROTOSS
3089,내목숨을아이어에,1640590,Diamond 1,TERRAN
3090,AISEN,3698809,Diamond 1,TERRAN
3091,IIIIIIIIIIII,7495828,Diamond 1,PROTOSS
3092,llllllllllll,3837231,Diamond 1,PROTOSS
3093,llllllllllll,2350044,Diamond 1,TERRAN
3094,IllIlIIIllIl,1555303,Diamond 1,ZERG
3095,서초구일타강사,7231227,Diamond 1,PROTOSS
3096,shogi,7050973,Diamond 1,PROTOSS
3097,LaRva,4148925,Diamond 1,ZERG
3098,llllllllllll,4164669,Diamond 1,ZERG
3099,lllllllll,1109326,Diamond 1,TERRAN
3100,windyprotoss,3212632,Diamond 1,PROTOSS
3101,CafeMocha,2639733,Diamond 1,TERRAN
3102,IIIIIIIIIIII,5555411,Diamond 1,ZERG
3103,freeny,1918873,Diamond 1,ZERG
3104,Dreamtmicky,3995151,Diamond 1,RANDOM
3105,차차농,194094,Diamond 1,ZERG
3106,DirEnGrey,1336792,Diamond 1,PROTOSS
3107,알엠,5359797,Diamond 1,TERRAN
3108,Closer,82048,Diamond 1,ZERG
3109,발업저글링,5661073,Diamond 1,ZERG
3110,망겜지박령,552900,Diamond 1,ZERG
3111,Sanyol,360684,Diamond 1,TERRAN
3112,CapTain,4840701,Diamond 1,PROTOSS
3113,IIIIIIIIIIII,5380909,Diamond 1,ZERG
3114,llllllllllll,4859024,Diamond 1,ZERG
3115,OBsTiNatE,3675611,Diamond 1,PROTOSS
3116,유령왕프로브,4741011,Diamond 1,TERRAN
3117,허공,4143410,Diamond 1,TERRAN
3118,王者歸來,5183200,Diamond 1,ZERG
3119,PeInMoDe,2835112,Diamond 1,TERRAN
3120,변호왕우영우,5082143,Diamond 1,PROTOSS
3121,광전사가족,3211240,Diamond 1,PROTOSS
3122,llllllllll,7544119,Diamond 1,TERRAN
3123,SpArk,5297864,Diamond 1,RANDOM
3124,iloveoov,3381510,Diamond 1,TERRAN
3125,IlIIllIIIlll,2950845,Diamond 1,PROTOSS
3126,llllllllllll,273371,Diamond 1,PROTOSS
3127,이준상조오옷,1471415,Diamond 1,TERRAN
3128,llllllllll,7632626,Diamond 1,TERRAN
3129,花火,1618669,Diamond 1,PROTOSS
3130,llllllllllll,6206351,Diamond 1,TERRAN
3131,렌더린,4237614,Diamond 1,ZERG
3132,NeothEOne,85557,Diamond 1,ZERG
3133,파닭츄,208370,Diamond 1,ZERG
3134,Pluvo,5594938,Diamond 1,PROTOSS
3135,IIIIIIIIIIII,7380588,Diamond 1,PROTOSS
3136,알토란,5825922,Diamond 1,ZERG
3137,llllllllllll,1293571,Diamond 1,PROTOSS
3138,SetsunaYuki,1333477,Diamond 1,PROTOSS
3139,막힌변기,6696967,Diamond 1,TERRAN
3140,막힌변기,6696967,Diamond 1,TERRAN
3141,NeedKing,2289906,Diamond 1,RANDOM
3142,Macgeunriger,4290755,Diamond 1,PROTOSS
3143,llllllllllll,6175447,Diamond 1,TERRAN
3144,RStwo,1760055,Diamond 1,PROTOSS
3145,사쿠라마나,4283363,Diamond 1,TERRAN
3146,Soul,3921346,Diamond 1,TERRAN
3147,千年之狐,7381141,Diamond 1,ZERG
3148,chaoreum,7593224,Diamond 1,PROTOSS
3149,IIIIIIIIII,2954698,Diamond 1,PROTOSS
3150,Darkmarine,7258228,Diamond 1,ZERG
3151,마술사,534869,Diamond 1,TERRAN
3152,IlIlIlIlIlIl,2205335,Diamond 1,TERRAN
3153,IllllIIllIlI,7218981,Diamond 1,PROTOSS
3154,좋됐다,4721273,Diamond 1,ZERG
3155,diagonal,7580888,Diamond 1,PROTOSS
3156,IIIIIIIIIII,6907686,Diamond 1,TERRAN
3157,kapterhan,4307195,Diamond 1,PROTOSS
3158,lllIIlllIII,3359121,Diamond 1,TERRAN
3159,HyoMAs,5343207,Diamond 1,PROTOSS
3160,Noah,2141777,Diamond 1,ZERG
3161,Bop,1018909,Diamond 1,ZERG
3162,StriKE,4169382,Diamond 1,TERRAN
3163,IIIIIIIIIIII,2368986,Diamond 1,TERRAN
3164,Grace,5060462,Diamond 1,TERRAN
3165,응딩이,6673185,Diamond 1,RANDOM
3166,soO,5589331,Diamond 1,ZERG
3167,DlCKMASTER,891526,Diamond 1,ZERG
3168,llllllllllll,6697040,Diamond 1,TERRAN
3169,IIIIIIIIIIII,7539381,Diamond 1,PROTOSS
3170,IllIlIIlIllI,4090574,Diamond 1,TERRAN
3171,hOsys,4766622,Diamond 1,PROTOSS
3172,LShunterS,4448669,Diamond 1,TERRAN
3173,llllllllllll,5995385,Diamond 1,TERRAN
3174,링링,5544654,Diamond 1,ZERG
3175,멘탈쿠쿠다스,1384058,Diamond 1,ZERG
3176,IIlllIllIIIl,3994188,Diamond 1,TERRAN
3177,IIIIII,1179427,Diamond 1,PROTOSS
3178,수리부엉이,2075030,Diamond 1,ZERG
3179,nash,1238462,Diamond 1,PROTOSS
3180,최강조은일,7057276,Diamond 1,PROTOSS
3181,llllllllllll,6656722,Diamond 1,TERRAN
3182,FlowerRain,3722072,Diamond 1,RANDOM
3183,TOPopular,4458660,Diamond 1,PROTOSS
3184,IIIlIIllIIII,6039871,Diamond 1,RANDOM
3185,BLuEBooK,4478722,Diamond 1,PROTOSS
3186,왔쌉맨,2392702,Diamond 1,RANDOM
3187,IIIIIIIIIII,6314036,Diamond 1,TERRAN
3188,DoGaKnee,6992625,Diamond 1,ZERG
3189,Jun,5411587,Diamond 2,TERRAN
3190,Rain,4530690,Diamond 2,PROTOSS
3191,baki,4049336,Diamond 2,TERRAN
3192,뱅크투브라자,2426627,Diamond 2,RANDOM
3193,해바라기노예,6635587,Diamond 2,TERRAN
3194,Sanay,1514177,Diamond 2,TERRAN
3195,TaeGi,1316426,Diamond 2,TERRAN
3196,Resurrection,385957,Diamond 2,ZERG
3197,Marineking,6248348,Diamond 2,TERRAN
3198,갑돌이,5195779,Diamond 2,TERRAN
3199,IntoTheMoMo,5685118,Diamond 2,PROTOSS
3200,분당남이다,1887153,Diamond 2,ZERG
3201,lllllIllllIl,608315,Diamond 2,TERRAN
3202,Tal,6867484,Diamond 2,ZERG
3203,무작위,116233,Diamond 2,RANDOM
3204,IntoTheSWAN,91953,Diamond 2,TERRAN
3205,JiMnY,904074,Diamond 2,TERRAN
3206,CLOWN,7632052,Diamond 2,TERRAN
3207,포병스타,3171860,Diamond 2,TERRAN
3208,노라드,2261045,Diamond 2,PROTOSS
3209,flower,5401190,Diamond 2,TERRAN
3210,llllllllllll,6391503,Diamond 2,ZERG
3211,스린이,653332,Diamond 2,ZERG
3212,Rudeman,5517624,Diamond 2,TERRAN
3213,노라드,2261045,Diamond 2,TERRAN
3214,흑인래퍼간디,497094,Diamond 2,PROTOSS
3215,question,5867705,Diamond 2,RANDOM
3216,HunterKiller,1197929,Diamond 2,ZERG
3217,IIIIIIIIIIII,6981049,Diamond 2,ZERG
3218,Lung,6066305,Diamond 2,ZERG
3219,스린이,653332,Diamond 2,PROTOSS
3220,자색고구마,3490186,Diamond 2,PROTOSS
3221,Roselia,5063444,Diamond 2,TERRAN
3222,취익취익,411401,Diamond 2,PROTOSS
3223,Punch,4351451,Diamond 2,TERRAN
3224,TossTopRace,7402942,Diamond 2,ZERG
3225,Cynthia,7453147,Diamond 2,ZERG
3226,Alethea,579677,Diamond 2,PROTOSS
3227,doors,1830973,Diamond 2,ZERG
3228,freeny,1918873,Diamond 2,PROTOSS
3229,Clark,1753130,Diamond 2,TERRAN
3230,영국흑인래퍼,3725591,Diamond 2,TERRAN
3231,QWERT,1727151,Diamond 2,TERRAN
3232,llllllllllll,4487647,Diamond 2,PROTOSS
3233,모슈네,104182,Diamond 2,ZERG
3234,칼립스,723396,Diamond 2,PROTOSS
3235,cryhall,2375197,Diamond 2,TERRAN
3236,Hydrotoss,7261984,Diamond 2,PROTOSS
3237,lllllllllll,7513996,Diamond 2,ZERG
3238,llllllllllll,7423972,Diamond 2,ZERG
3239,chinesevirus,321344,Diamond 2,RANDOM
3240,KEBOP,3981408,Diamond 2,ZERG
3241,remila,7460254,Diamond 2,TERRAN
3242,HellHalphas,1617822,Diamond 2,TERRAN
3243,프넘약프상필,7582744,Diamond 2,PROTOSS
3244,llllllllllll,1125263,Diamond 2,ZERG
3245,NoSounds,7422705,Diamond 2,TERRAN
